...1,es_score,brier_score,location,target_date,X22F_50_CI,X23B_50_CI,X23C_50_CI,X23D_50_CI,X23E_50_CI,recombinant_50_CI,other_50_CI,X23A_50_CI,X22F_95_CI,X23B_95_CI,X23C_95_CI,X23D_95_CI,X23E_95_CI,recombinant_95_CI,other_95_CI,X23A_95_CI
879,0.63928278003234,0.3666713391688455,MD,2023-06-07,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,0
880,0.729888114310098,0.301132672950875,MD,2023-06-08,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0
881,1.11485812685869,0.391769318506232,MD,2023-06-09,0,1,1,1,1,1,1,1,0,0,1,1,0,1,1,0
882,0.358484328860104,0.2580547094056435,MD,2023-06-10,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
883,1.26551006668014,0.3364929984061465,ME,2023-04-30,1,1,0,1,1,1,1,0,1,1,0,0,1,1,1,0
884,0.192950426323365,0.04128905481506505,ME,2023-05-01,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
885,0.568057937474824,0.1748197890748815,ME,2023-05-02,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0
886,NA,NA,ME,2023-05-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
887,0.87988104975655,0.2921513208564825,ME,2023-05-04,1,1,0,1,1,1,1,1,1,0,0,1,1,1,1,1
888,0.652574715303276,0.349713548068741,ME,2023-05-05,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,0
889,0.0854501350234739,0.056905738773725,ME,2023-05-06,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
890,NA,NA,ME,2023-05-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
891,1.32299334642965,0.2942722332211525,ME,2023-05-08,0,1,0,1,1,1,1,1,0,1,0,1,1,1,1,0
892,0.799367895851215,0.068728221272074,ME,2023-05-09,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,0
893,1.2074840646199,0.3433114801103005,ME,2023-05-10,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,0
894,0.503543525446901,0.2525301344547885,ME,2023-05-11,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1
895,1.18388324865518,0.4690324588510015,ME,2023-05-12,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,0
896,NA,NA,ME,2023-05-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
897,0.378297402348157,0.0931977831168715,ME,2023-05-14,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
898,0.137543285540829,0.09886729505853,ME,2023-05-15,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0
899,0.786353737093709,0.55404872564513,ME,2023-05-16,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,0
900,NA,NA,ME,2023-05-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
901,NA,NA,ME,2023-05-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
902,NA,NA,ME,2023-05-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
903,NA,NA,ME,2023-05-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
904,0.196658034685773,0.1386961361727985,ME,2023-05-21,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
905,NA,NA,ME,2023-05-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
906,NA,NA,ME,2023-05-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
907,NA,NA,ME,2023-05-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
908,NA,NA,ME,2023-05-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
909,NA,NA,ME,2023-05-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
910,NA,NA,ME,2023-05-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
911,NA,NA,ME,2023-05-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
912,NA,NA,ME,2023-05-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
913,NA,NA,ME,2023-05-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
914,0.306458650454854,0.2270142494692065,ME,2023-05-31,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0
915,0.485153712303152,0.350328737580983,ME,2023-06-01,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0
916,NA,NA,ME,2023-06-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
917,NA,NA,ME,2023-06-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
918,NA,NA,ME,2023-06-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
919,NA,NA,ME,2023-06-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
920,NA,NA,ME,2023-06-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
921,NA,NA,ME,2023-06-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
922,NA,NA,ME,2023-06-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
923,NA,NA,ME,2023-06-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
924,NA,NA,ME,2023-06-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
925,3.35784622007278,0.4714589247787485,MI,2023-04-30,0,1,0,1,0,1,1,0,0,0,0,1,0,1,1,0
926,0.987786747478413,0.2095633955102615,MI,2023-05-01,1,1,1,1,1,1,0,1,1,1,1,0,0,1,0,0
927,1.24212586074381,0.101040898603985,MI,2023-05-02,1,1,1,1,1,1,1,0,1,0,1,0,1,1,1,0
928,1.04595977165045,0.1656069133110825,MI,2023-05-03,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1
929,0.806722702968776,0.205124043821555,MI,2023-05-04,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0
930,0.556276285814937,0.187521039493927,MI,2023-05-05,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
931,0.982457025513591,0.1859444288094105,MI,2023-05-06,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0
932,0.490982410856948,0.2027427819491445,MI,2023-05-07,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,0
933,1.99603819264172,0.1766561015953445,MI,2023-05-08,0,0,1,0,1,1,1,0,0,0,1,1,0,1,1,1
934,1.23080432651412,0.475933603228365,MI,2023-05-09,0,1,1,1,1,1,1,0,0,1,1,0,1,1,1,0
935,2.07143214608037,0.144515330112405,MI,2023-05-10,1,1,1,1,1,1,1,0,1,0,1,0,0,1,1,0
936,1.00938160297539,0.260574065804925,MI,2023-05-11,0,1,1,1,1,1,1,1,0,0,1,0,1,1,1,0
937,1.14277242648846,0.3365589015668335,MI,2023-05-12,1,0,1,1,1,1,1,1,1,0,1,0,1,1,1,1
938,0.837087616279206,0.5784058073956,MI,2023-05-13,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1
939,1.31859057324598,0.0931977831168715,MI,2023-05-14,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,0
940,1.56174381083776,0.2777143454478875,MI,2023-05-15,1,1,1,0,0,1,1,1,1,1,1,0,0,1,1,1
941,1.25847948112099,0.339451246462546,MI,2023-05-16,1,1,0,1,0,1,1,1,1,1,0,0,1,1,1,1
942,2.86852993749985,0.589771039112735,MI,2023-05-17,1,1,1,0,0,1,1,0,1,1,1,0,0,1,1,0
943,0.9473252658692,0.252307810163364,MI,2023-05-18,1,1,1,1,0,1,1,1,1,0,1,1,0,1,1,0
944,0.552359818986522,0.255729633739425,MI,2023-05-19,1,1,1,1,1,1,1,1,1,0,1,0,0,1,1,0
945,0.472626038712973,0.252180457809444,MI,2023-05-20,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1
946,1.55753602425127,0.3443896526016805,MI,2023-05-21,1,0,1,1,1,1,1,1,1,0,1,0,1,1,1,1
947,3.78071920222761,0.397423376861131,MI,2023-05-22,1,1,1,0,0,1,1,0,1,0,1,0,0,1,1,0
948,0.865096996699535,0.275306796465531,MI,2023-05-23,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1
949,3.57188019806889,0.45707529455993,MI,2023-05-24,1,0,1,0,0,0,1,1,1,0,1,0,0,0,1,0
950,1.2775178351245,0.2971481239283685,MI,2023-05-25,1,1,1,1,1,1,0,1,1,0,1,1,1,1,0,1
951,0.404590204059327,0.2999995016181515,MI,2023-05-26,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1
952,1.90567521848269,0.397533769133904,MI,2023-05-27,1,0,1,1,1,1,0,1,1,0,1,0,0,1,0,1
953,0.279432704011201,0.1978330256279295,MI,2023-05-28,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
954,0.548637475290307,0.2664600525106535,MI,2023-05-29,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0
955,0.753591645449592,0.2972922427721185,MI,2023-05-30,1,1,1,1,1,1,1,1,1,0,1,0,0,1,1,0
956,2.54653097986531,0.464337478180469,MI,2023-05-31,1,1,1,1,0,1,0,0,1,0,1,1,0,1,0,0
957,3.04247398139419,0.237186298317365,MI,2023-06-01,1,0,1,1,1,1,1,0,1,1,1,0,0,1,1,0
958,0.850312660226365,0.328158304786144,MI,2023-06-02,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0
959,0.607395558653372,0.3558075606698155,MI,2023-06-03,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1
960,0.379461344489159,0.268859087489895,MI,2023-06-04,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0
961,0.388232961683536,0.2797540585323505,MI,2023-06-05,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0
962,0.441808564662721,0.3451063903799485,MI,2023-06-06,1,1,1,1,1,1,1,1,1,0,1,0,0,1,1,0
963,0.709721244376058,0.2968861753070175,MI,2023-06-07,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,0
964,NA,NA,MI,2023-06-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
965,1.2518823517422,0.395463149343386,MI,2023-06-09,1,1,1,1,1,0,1,1,1,0,1,1,1,0,1,0
966,1.09037069273348,0.3725176205687165,MI,2023-06-10,1,0,1,1,1,1,1,1,1,0,1,0,0,1,1,0
967,0.516873834358383,0.186104804570511,MN,2023-04-30,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0
968,2.32389239477296,0.1745243341180735,MN,2023-05-01,1,0,1,0,1,1,1,1,1,0,1,0,0,1,1,0
969,1.88010603406114,0.248292909890332,MN,2023-05-02,1,0,1,1,1,0,0,1,1,0,1,0,0,0,0,0
970,1.31945970022244,0.286326315885797,MN,2023-05-03,1,1,1,1,1,1,0,1,1,0,1,0,1,1,0,0
971,1.22645227047112,0.2884427653694875,MN,2023-05-04,1,1,1,1,0,1,1,1,1,1,1,0,0,1,1,0
972,2.39317276360768,0.0929046344586865,MN,2023-05-05,1,0,1,1,1,1,1,0,1,0,1,0,1,1,1,0
973,0.539129849759993,0.2537703059999955,MN,2023-05-06,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0
974,0.949212760865673,0.272011713475718,MN,2023-05-07,1,1,0,1,1,1,1,1,0,0,0,1,0,1,1,0
975,1.37107591222736,0.2149120119321235,MN,2023-05-08,1,0,1,1,1,0,1,1,1,0,1,0,1,0,1,0
976,4.28796192193993,0.357268914919539,MN,2023-05-09,0,0,1,0,1,1,1,0,0,0,1,0,1,1,1,0
977,0.580625032916025,0.2069808556075575,MN,2023-05-10,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0
978,3.20558244703761,0.57875960528574,MN,2023-05-11,1,1,0,1,0,1,0,0,1,0,0,1,0,1,0,0
979,1.77713671823056,0.408427970653455,MN,2023-05-12,1,1,1,1,0,1,0,0,1,0,1,0,0,1,0,0
980,0.510704288415701,0.25133174432755,MN,2023-05-13,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
981,0.569193087892629,0.33168296445923,MN,2023-05-14,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1
982,1.89620277511109,0.1830809563960465,MN,2023-05-15,1,0,1,1,1,1,1,0,1,0,1,0,1,1,1,0
983,0.929215425916541,0.2508043717509395,MN,2023-05-16,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0
984,0.778337618109229,0.1949465262970255,MN,2023-05-17,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0
985,1.37024226800555,0.2678529922133455,MN,2023-05-18,1,0,1,0,1,1,1,1,1,0,1,0,0,1,1,0
986,1.38033750071513,0.355890455129743,MN,2023-05-19,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,0
987,0.507199859751991,0.131354165138751,MN,2023-05-20,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0
988,0.753429132947309,0.2332120675974905,MN,2023-05-21,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0
989,0.951703582925683,0.3216764313288255,MN,2023-05-22,1,1,1,1,1,1,0,1,1,1,1,0,1,1,0,0
990,1.75490330732326,0.3903822853062985,MN,2023-05-23,1,1,1,0,1,1,1,0,1,0,1,1,1,1,1,0
991,0.950632088550118,0.427365088890598,MN,2023-05-24,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,0
992,0.525117337935689,0.287280120966674,MN,2023-05-25,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1
993,0.926144208841771,0.256114962359862,MN,2023-05-26,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
994,1.46842486281217,0.4803833511604985,MN,2023-05-27,1,1,1,0,1,1,1,1,1,0,1,0,1,1,1,1
995,0.550942312046897,0.3366353813812925,MN,2023-05-28,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
996,0.726396293091587,0.29516618959028,MN,2023-05-29,1,1,1,1,1,1,1,1,1,0,1,0,0,1,1,0
997,3.17800590625837,0.3649259445157225,MN,2023-05-30,1,0,1,0,1,1,1,1,1,0,1,0,0,1,1,0
998,1.19960218373182,0.561116644058835,MN,2023-05-31,1,1,1,1,1,1,0,1,1,1,1,0,0,1,0,0
999,0.939025722316762,0.446462139925904,MN,2023-06-01,0,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1
1000,0.346534577813449,0.2475603667931285,MN,2023-06-02,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1001,0.608504089355761,0.3558075606698155,MN,2023-06-03,1,1,1,1,1,1,1,1,1,0,1,0,0,1,1,0
1002,0.44445077921528803,0.3175720845800605,MN,2023-06-04,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0
1003,0.701579260671911,0.2979649598334825,MN,2023-06-05,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0
1004,0.872464644897799,0.4368783185614715,MN,2023-06-06,1,1,1,1,0,1,1,1,1,1,1,0,0,1,1,1
1005,0.737572375419581,0.402679598239161,MN,2023-06-07,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,0
1006,0.639478254086502,0.4458440337082775,MN,2023-06-08,1,1,1,0,1,1,1,1,1,0,1,0,1,1,1,1
1007,1.70398287014049,0.324596850046265,MN,2023-06-09,1,0,1,1,1,1,1,0,1,0,1,0,1,1,1,0
1008,NA,NA,MN,2023-06-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1009,1.24795607614788,0.480905097232211,MO,2023-04-30,1,0,1,1,1,1,1,0,1,0,1,0,1,1,1,0
1010,1.11640397312459,0.79164380929209,MO,2023-05-01,1,1,0,1,1,1,1,0,1,1,0,0,1,1,1,1
1011,0.0603379589547892,0.04404213012995045,MO,2023-05-02,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1012,NA,NA,MO,2023-05-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1013,0.0694643881834285,0.0500871093438825,MO,2023-05-04,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1014,0.936198121054317,0.667888834349635,MO,2023-05-05,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,0
1015,0.252934623113335,0.056905738773725,MO,2023-05-06,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0
1016,0.0848789341656843,0.0606258488037525,MO,2023-05-07,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1017,0.0907240202374883,0.064564025050952,MO,2023-05-08,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0
1018,0.554625330403579,0.068728221272074,MO,2023-05-09,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0
1019,1.05944707342195,0.741766215751005,MO,2023-05-10,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0
1020,0.102803723364373,0.077765256965981,MO,2023-05-11,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1021,0.579182509740958,0.3346940506753065,MO,2023-05-12,1,1,1,1,1,1,1,1,1,0,1,0,0,1,1,0
1022,NA,NA,MO,2023-05-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1023,NA,NA,MO,2023-05-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1024,NA,NA,MO,2023-05-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1025,NA,NA,MO,2023-05-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1026,NA,NA,MO,2023-05-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1027,NA,NA,MO,2023-05-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1028,NA,NA,MO,2023-05-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1029,NA,NA,MO,2023-05-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1030,NA,NA,MO,2023-05-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1031,NA,NA,MO,2023-05-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1032,NA,NA,MO,2023-05-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1033,NA,NA,MO,2023-05-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1034,NA,NA,MO,2023-05-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1035,NA,NA,MO,2023-05-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1036,NA,NA,MO,2023-05-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1037,NA,NA,MO,2023-05-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1038,NA,NA,MO,2023-05-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1039,0.299558928758383,0.217056990739234,MO,2023-05-30,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1040,NA,NA,MO,2023-05-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1041,NA,NA,MO,2023-06-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1042,NA,NA,MO,2023-06-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1043,NA,NA,MO,2023-06-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1044,NA,NA,MO,2023-06-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1045,NA,NA,MO,2023-06-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1046,0.641915820866839,0.447734707184394,MO,2023-06-06,1,1,1,0,1,1,1,1,1,0,1,0,1,1,1,1
1047,NA,NA,MO,2023-06-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1048,NA,NA,MO,2023-06-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1049,NA,NA,MO,2023-06-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1050,NA,NA,MO,2023-06-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1051,NA,NA,MS,2023-04-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1052,1.66135837810602,0.1950220693954595,MS,2023-05-01,1,0,1,0,1,1,1,1,1,0,1,0,1,1,1,1
1053,1.92271464999086,0.289250240651696,MS,2023-05-02,1,0,1,1,1,1,1,1,1,0,1,0,1,1,1,0
1054,0.640504296838218,0.153835357789659,MS,2023-05-03,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0
1055,0.0739282260110113,0.0500871093438825,MS,2023-05-04,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1056,0.580869097308695,0.2582266586674595,MS,2023-05-05,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1057,NA,NA,MS,2023-05-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1058,NA,NA,MS,2023-05-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1059,0.507646258020517,0.203570258494714,MS,2023-05-08,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1
1060,0.529944825748611,0.068728221272074,MS,2023-05-09,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0
1061,0.600789205772398,0.3433114801103005,MS,2023-05-10,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1
1062,0.849107441611701,0.602059889432405,MS,2023-05-11,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,0
1063,0.114667263949649,0.082652570808454,MS,2023-05-12,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1064,NA,NA,MS,2023-05-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1065,NA,NA,MS,2023-05-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1066,NA,NA,MS,2023-05-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1067,0.735506067101597,0.104808101049444,MS,2023-05-16,1,1,1,1,1,1,1,0,1,0,1,0,1,1,1,0
1068,0.45257116747246,0.111024319731846,MS,2023-05-17,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0
1069,NA,NA,MS,2023-05-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1070,NA,NA,MS,2023-05-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1071,NA,NA,MS,2023-05-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1072,NA,NA,MS,2023-05-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1073,0.965189287770498,0.42981966931252,MS,2023-05-22,1,1,1,1,0,1,1,1,1,1,1,0,0,1,1,0
1074,0.214533255704357,0.1542263995858165,MS,2023-05-23,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1075,1.13372015005074,0.277423400446957,MS,2023-05-24,1,1,1,1,0,1,1,1,1,0,1,1,0,1,1,0
1076,0.416388094681689,0.3016872138364975,MS,2023-05-25,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1077,1.15961052404689,0.549140557814045,MS,2023-05-26,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,0
1078,NA,NA,MS,2023-05-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1079,NA,NA,MS,2023-05-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1080,NA,NA,MS,2023-05-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1081,1.27922827814627,0.217056990739234,MS,2023-05-30,1,1,1,1,1,1,1,0,1,1,1,0,0,1,1,0
1082,0.474183567801816,0.3504685462428665,MS,2023-05-31,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1083,1.1172579171475,0.350328737580983,MS,2023-06-01,1,0,1,1,1,1,1,1,1,0,1,0,1,1,1,0
1084,0.849504935632382,0.2475603667931285,MS,2023-06-02,1,1,1,1,1,1,1,0,1,0,1,1,0,1,1,0
1085,NA,NA,MS,2023-06-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1086,NA,NA,MS,2023-06-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1087,0.374020062848436,0.2934122345082,MS,2023-06-05,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0
1088,1.56314348389255,0.2907918731094655,MS,2023-06-06,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,0
1089,0.411014655238148,0.2867461722622875,MS,2023-06-07,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0
1090,1.26149115371658,0.4016394213636405,MS,2023-06-08,1,0,1,0,1,1,1,1,0,1,1,0,0,1,1,1
1091,0.452008817323706,0.324596850046265,MS,2023-06-09,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1092,NA,NA,MS,2023-06-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1093,NA,NA,MT,2023-04-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1094,NA,NA,MT,2023-05-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1095,NA,NA,MT,2023-05-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1096,NA,NA,MT,2023-05-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1097,NA,NA,MT,2023-05-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1098,NA,NA,MT,2023-05-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
