...1,es_score,brier_score,location,target_date,X22F_50_CI,X23B_50_CI,X23D_50_CI,X23E_50_CI,X23F_50_CI,X23G_50_CI,other_50_CI,X23A_50_CI,X22F_95_CI,X23B_95_CI,X23D_95_CI,X23E_95_CI,X23F_95_CI,X23G_95_CI,other_95_CI,X23A_95_CI
887,NA,NA,ME,2023-07-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
888,NA,NA,ME,2023-07-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
889,NA,NA,ME,2023-07-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
890,NA,NA,ME,2023-07-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
891,0.737970083108975,0.52274135184399,ME,2023-07-31,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
892,NA,NA,ME,2023-08-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
893,NA,NA,ME,2023-08-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
894,NA,NA,ME,2023-08-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
895,NA,NA,ME,2023-08-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
896,NA,NA,ME,2023-08-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
897,NA,NA,ME,2023-08-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
898,NA,NA,ME,2023-08-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
899,NA,NA,ME,2023-08-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
900,NA,NA,ME,2023-08-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
901,0.537642050932057,0.3813902019099255,ME,2023-08-10,1,1,1,1,0,1,1,1,1,0,1,1,0,1,1,1
902,NA,NA,ME,2023-08-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
903,NA,NA,ME,2023-08-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
904,NA,NA,ME,2023-08-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
905,NA,NA,ME,2023-08-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
906,NA,NA,ME,2023-08-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
907,0.6588190814325,0.460166436829144,ME,2023-08-16,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1
908,NA,NA,ME,2023-08-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
909,NA,NA,ME,2023-08-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
910,NA,NA,ME,2023-08-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
911,NA,NA,ME,2023-08-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
912,NA,NA,ME,2023-08-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
913,0.848109940379407,0.597500938395595,ME,2023-08-22,1,1,1,1,1,1,0,1,1,0,1,1,1,1,0,1
914,0.668054617208548,0.473170827849589,ME,2023-08-23,1,1,0,1,1,1,1,1,1,1,0,1,1,1,0,1
915,NA,NA,ME,2023-08-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
916,NA,NA,ME,2023-08-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
917,NA,NA,ME,2023-08-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
918,NA,NA,ME,2023-08-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
919,0.773951461943817,0.4142412634457215,ME,2023-08-28,1,1,0,1,1,1,1,1,1,0,0,1,0,0,1,1
920,0.484502339834076,0.3431055880221165,ME,2023-08-29,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1
921,0.70446756168962,0.495346640995699,ME,2023-08-30,1,1,0,1,1,1,1,1,1,1,0,0,1,1,1,1
922,0.698318320700351,0.49877085000699,ME,2023-08-31,1,1,0,1,1,1,1,1,1,0,0,1,1,1,1,1
923,NA,NA,ME,2023-09-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
924,NA,NA,ME,2023-09-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
925,1.05347306434162,0.51687033489923,MI,2023-07-23,1,1,1,0,1,0,1,1,1,0,1,1,1,0,1,1
926,0.971811380868858,0.412944684836911,MI,2023-07-24,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1
927,2.37680767751883,0.3958209241547835,MI,2023-07-25,1,1,1,1,1,1,1,0,0,0,0,0,1,1,1,0
928,1.46727766307429,0.4092367211863255,MI,2023-07-26,1,1,1,1,1,0,1,1,0,1,0,0,0,0,1,0
929,2.57426414940308,0.430841856473981,MI,2023-07-27,1,1,0,1,1,1,1,0,0,0,1,0,1,1,1,0
930,2.33622496514605,0.4149728665133995,MI,2023-07-28,1,1,1,1,0,1,1,1,1,0,1,0,0,1,1,1
931,1.11812617111856,0.473771839525615,MI,2023-07-29,0,1,1,1,1,1,1,1,0,0,1,0,1,1,1,0
932,1.12484986075963,0.3972351221574905,MI,2023-07-30,1,1,0,1,1,1,1,1,1,1,0,1,0,1,0,0
933,1.13336170387906,0.396785095950068,MI,2023-07-31,1,1,1,1,1,0,1,1,0,0,0,1,0,0,1,1
934,2.45514863215148,0.4319046992624565,MI,2023-08-01,0,1,0,1,0,1,0,0,0,1,0,0,0,1,0,0
935,2.38545863294584,0.344039815897574,MI,2023-08-02,1,0,1,1,1,1,1,1,0,0,1,0,0,1,1,1
936,0.785313715592941,0.408944532122786,MI,2023-08-03,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1
937,1.23081983757758,0.4117136607070495,MI,2023-08-04,0,1,1,1,0,1,1,1,0,1,1,0,0,1,1,0
938,NA,NA,MI,2023-08-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
939,0.891434880202516,0.427341836707906,MI,2023-08-06,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,0
940,3.19094675425535,0.4096813528970735,MI,2023-08-07,1,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0
941,1.49022146393472,0.3864167394727105,MI,2023-08-08,1,1,1,1,1,1,1,1,0,0,0,1,0,1,1,0
942,4.74072593132732,0.4211439641004195,MI,2023-08-09,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0
943,3.27075886232005,0.439441688418825,MI,2023-08-10,1,1,0,0,0,1,0,1,0,1,0,1,0,1,0,0
944,1.20417862698503,0.3774763599615545,MI,2023-08-11,1,1,1,0,1,1,1,1,0,0,1,0,0,1,0,1
945,1.04384892533532,0.4198800050394515,MI,2023-08-12,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,0
946,2.77904826695195,0.4451902423134665,MI,2023-08-13,1,1,1,0,0,1,1,1,1,0,1,0,0,0,1,1
947,1.39136696941734,0.412587684285458,MI,2023-08-14,1,1,1,1,1,1,1,1,0,0,0,1,0,0,1,1
948,2.96229699633736,0.434486400638905,MI,2023-08-15,1,1,0,1,1,1,1,0,1,0,0,0,0,0,0,0
949,2.31257831405312,0.410689353904173,MI,2023-08-16,1,1,1,0,1,1,1,0,0,0,0,0,0,1,1,0
950,2.24318479873994,0.366194050872611,MI,2023-08-17,1,1,1,1,0,1,1,1,0,0,0,0,0,1,1,1
951,2.99618299825765,0.366933798547081,MI,2023-08-18,1,0,0,1,1,1,0,0,0,0,1,1,0,1,0,0
952,1.39774377863452,0.3720906118234085,MI,2023-08-19,1,1,1,1,0,1,1,1,0,0,0,0,1,1,1,1
953,0.886194657362441,0.4196644179036575,MI,2023-08-20,1,1,1,1,1,0,1,1,1,0,1,0,1,1,1,1
954,2.80601648211741,0.3791617663380335,MI,2023-08-21,1,1,0,0,1,1,1,1,1,0,0,0,1,0,1,0
955,3.74449212294252,0.436390154332629,MI,2023-08-22,1,1,0,1,0,1,1,0,0,0,1,0,0,0,1,0
956,5.55731924054031,0.3771320326256955,MI,2023-08-23,1,0,1,1,0,1,0,1,0,0,0,0,0,1,0,1
957,1.69733725445737,0.3882108882679035,MI,2023-08-24,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0
958,2.86986640534093,0.4126563611809095,MI,2023-08-25,1,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0
959,1.61562953677649,0.388875215962435,MI,2023-08-26,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1
960,2.89434167776069,0.438497442449402,MI,2023-08-27,1,1,0,1,0,1,1,0,0,0,0,1,0,1,1,0
961,3.7980563246849,0.414207918233057,MI,2023-08-28,1,1,1,1,0,1,0,1,0,0,0,0,0,1,0,0
962,3.24469780692782,0.378187192969355,MI,2023-08-29,1,0,1,1,1,1,1,1,0,0,0,0,0,1,1,0
963,3.50392217215548,0.3786616498712525,MI,2023-08-30,1,0,1,0,1,1,1,0,0,0,1,0,1,1,1,0
964,5.58374880928028,0.3843675070800105,MI,2023-08-31,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0
965,2.37460512920044,0.3680199346301165,MI,2023-09-01,1,1,1,1,0,1,0,1,0,0,0,0,1,0,1,0
966,2.87560697449397,0.3864290983690985,MI,2023-09-02,1,1,0,1,1,0,0,1,0,0,0,1,0,1,0,0
967,0.784864706824788,0.4129869455490845,MN,2023-07-23,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0
968,1.14055729200977,0.3979465659666725,MN,2023-07-24,0,1,1,1,1,1,1,1,0,0,0,0,0,1,1,0
969,1.58493858978609,0.465077807869138,MN,2023-07-25,1,0,1,0,1,1,1,1,1,0,1,0,0,1,1,0
970,1.26917124753555,0.4777783609984715,MN,2023-07-26,1,1,1,1,1,1,0,1,0,0,0,0,0,1,0,1
971,1.39460097982062,0.443203823529581,MN,2023-07-27,1,1,1,1,0,1,1,1,1,0,0,0,0,1,1,0
972,0.949425890531189,0.339961761031571,MN,2023-07-28,1,0,1,1,1,1,1,1,1,0,0,1,1,1,0,0
973,NA,NA,MN,2023-07-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
974,1.01176627119773,0.5010882590502,MN,2023-07-30,1,1,1,1,1,0,1,1,1,1,1,1,0,0,0,0
975,1.42437928294832,0.329838539446359,MN,2023-07-31,1,0,1,1,1,1,1,1,0,0,0,1,0,1,1,1
976,2.20584832211995,0.2984212212409995,MN,2023-08-01,1,0,1,1,1,1,1,1,1,0,0,1,0,1,1,1
977,1.55541671597845,0.384491017108611,MN,2023-08-02,1,1,0,1,0,1,1,1,0,0,0,0,0,1,1,0
978,1.69827668027718,0.4267246605079955,MN,2023-08-03,0,1,1,0,1,1,1,1,0,0,0,0,0,1,1,0
979,0.641647771092055,0.456829319784334,MN,2023-08-04,1,1,1,0,1,1,1,1,1,1,0,0,1,1,1,1
980,0.789670257307736,0.4121387880813975,MN,2023-08-05,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
981,NA,NA,MN,2023-08-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
982,0.83293630268068,0.4123476112526195,MN,2023-08-07,1,1,1,1,1,1,1,1,0,0,1,0,1,1,1,0
983,1.59347687741945,0.422590511869767,MN,2023-08-08,0,1,1,1,1,1,1,1,0,1,0,0,1,1,1,0
984,2.06138116928365,0.456246760615052,MN,2023-08-09,0,1,0,1,1,1,0,1,0,1,0,0,0,0,1,0
985,3.6809846245114,0.426231315393272,MN,2023-08-10,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0
986,2.10957451430837,0.3774813402085125,MN,2023-08-11,1,1,1,1,0,1,1,1,0,1,1,0,0,1,1,1
987,2.03842796600602,0.411352088711585,MN,2023-08-12,1,1,1,0,1,1,1,1,0,0,1,0,0,1,1,0
988,2.23548590201323,0.3632782667365445,MN,2023-08-13,1,0,0,0,1,1,1,0,0,0,0,0,0,1,1,1
989,1.51049850693864,0.4262737161269735,MN,2023-08-14,1,1,1,1,1,0,1,0,1,0,0,0,1,0,1,0
990,1.86833158299444,0.4064095322733435,MN,2023-08-15,1,1,0,1,1,1,1,1,0,0,0,0,0,0,1,0
991,1.60597221631928,0.365607512591517,MN,2023-08-16,1,0,1,1,1,1,1,1,0,0,0,1,0,1,1,1
992,2.41911300342478,0.4082845000194005,MN,2023-08-17,1,0,0,1,0,1,1,1,0,0,0,0,0,0,1,0
993,1.86648675244252,0.4147958887045545,MN,2023-08-18,1,1,1,1,1,0,1,1,0,0,0,0,0,0,1,0
994,1.64994776592238,0.419827058864761,MN,2023-08-19,1,1,1,0,1,1,1,1,1,0,0,0,1,0,1,1
995,1.18360380727211,0.366262834216484,MN,2023-08-20,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1
996,5.07536359467713,0.4086787489970055,MN,2023-08-21,1,0,0,1,0,0,1,1,0,0,0,1,0,0,1,1
997,2.5088729226861,0.411514032586718,MN,2023-08-22,1,1,1,0,1,1,0,0,1,0,0,0,0,0,1,0
998,1.72550800256756,0.382009939874634,MN,2023-08-23,1,1,1,0,1,1,1,1,1,1,0,1,0,1,1,0
999,2.04263167624504,0.3800193208924185,MN,2023-08-24,1,1,0,1,1,1,1,0,0,0,0,0,0,0,1,1
1000,3.00425168656422,0.385799707201753,MN,2023-08-25,0,1,1,0,1,1,1,1,0,1,0,0,0,1,1,0
1001,2.1798507292591,0.3469033184467135,MN,2023-08-26,1,0,1,1,1,1,1,1,0,0,0,0,1,0,1,1
1002,1.63220503059007,0.339582586809045,MN,2023-08-27,1,1,1,1,0,1,1,1,0,0,0,0,0,1,1,0
1003,2.38283599827544,0.4063739382420205,MN,2023-08-28,1,1,1,1,0,1,1,0,0,0,0,0,0,1,0,0
1004,2.9467307921001,0.410806596220661,MN,2023-08-29,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0
1005,2.7732119338985,0.398932406972972,MN,2023-08-30,1,1,0,1,1,0,1,0,0,0,0,0,0,0,1,1
1006,3.96507020064886,0.4073977008308295,MN,2023-08-31,1,0,1,1,0,1,0,1,0,0,0,1,0,0,0,0
1007,3.62570883375609,0.4099023962962455,MN,2023-09-01,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1
1008,2.40709030743301,0.325733145819642,MN,2023-09-02,1,0,0,1,0,1,1,1,1,0,0,0,0,1,1,1
1009,0.422759444581182,0.304937300170643,MO,2023-07-23,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1010,NA,NA,MO,2023-07-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1011,NA,NA,MO,2023-07-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1012,0.663288675127318,0.4614696432089775,MO,2023-07-26,1,1,1,0,1,1,1,1,1,1,0,0,1,1,1,1
1013,NA,NA,MO,2023-07-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1014,NA,NA,MO,2023-07-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1015,NA,NA,MO,2023-07-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1016,NA,NA,MO,2023-07-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1017,0.946780727706815,0.4767981344882305,MO,2023-07-31,0,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1
1018,NA,NA,MO,2023-08-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1019,NA,NA,MO,2023-08-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1020,0.586732019987597,0.41661790429033,MO,2023-08-03,1,1,1,1,0,1,1,1,1,0,1,1,0,1,1,1
1021,0.640521972251076,0.456829319784334,MO,2023-08-04,1,1,1,0,1,1,1,1,1,1,1,0,0,1,1,1
1022,0.825624227645906,0.582805404791195,MO,2023-08-05,1,1,1,1,1,1,0,1,1,1,1,1,0,1,0,1
1023,NA,NA,MO,2023-08-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1024,0.620626716845481,0.434646360582131,MO,2023-08-07,1,1,0,1,1,1,1,1,1,1,0,0,1,1,1,1
1025,0.691516038422751,0.4849417935353265,MO,2023-08-08,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1
1026,0.897970812609429,0.4576736990288675,MO,2023-08-09,0,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1
1027,0.410901857807297,0.301913402691647,MO,2023-08-10,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1028,NA,NA,MO,2023-08-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1029,0.536387924678821,0.3374653910855115,MO,2023-08-12,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1030,NA,NA,MO,2023-08-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1031,NA,NA,MO,2023-08-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1032,1.50356881739864,0.51233290617855,MO,2023-08-15,1,1,1,1,1,1,1,0,1,1,0,1,0,1,1,0
1033,1.11175528522017,0.3492597165853205,MO,2023-08-16,1,1,1,1,0,1,1,1,1,0,1,1,0,1,1,1
1034,0.441179208503436,0.311716633173441,MO,2023-08-17,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1
1035,0.474644564257433,0.338240155007231,MO,2023-08-18,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1
1036,NA,NA,MO,2023-08-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1037,0.465141572381898,0.3271031919781565,MO,2023-08-20,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1
1038,NA,NA,MO,2023-08-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1039,NA,NA,MO,2023-08-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1040,0.733860460194806,0.396421878240468,MO,2023-08-23,1,1,1,0,1,1,1,1,1,1,0,0,1,1,1,1
1041,0.461950767148695,0.327800554389244,MO,2023-08-24,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1
1042,NA,NA,MO,2023-08-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1043,0.683539888000258,0.482287065957807,MO,2023-08-26,1,1,0,1,1,1,1,1,1,1,0,1,0,1,1,1
1044,0.689256125064021,0.4854556290403515,MO,2023-08-27,1,1,0,1,1,1,1,1,1,1,0,1,0,1,1,1
1045,1.4050018845084,0.325321673786629,MO,2023-08-28,1,0,1,1,1,1,1,1,0,0,0,1,1,1,1,1
1046,1.01866419313946,0.3802376874576385,MO,2023-08-29,0,1,1,1,1,1,1,1,0,0,1,0,0,0,1,1
1047,0.378779608857,0.270583544252622,MO,2023-08-30,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1
1048,0.705791534275893,0.49877085000699,MO,2023-08-31,1,1,0,1,1,1,1,1,1,1,0,1,0,1,1,1
1049,1.12542477961203,0.4737180338221965,MO,2023-09-01,0,1,1,1,1,1,1,1,0,1,0,1,0,1,1,1
1050,0.349840174856807,0.2537034646224435,MO,2023-09-02,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1051,NA,NA,MS,2023-07-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1052,1.35982980648027,0.413784991754993,MS,2023-07-24,1,1,1,1,1,1,0,1,0,0,1,0,0,1,0,1
1053,1.71382300260185,0.4410425265346835,MS,2023-07-25,1,1,1,1,1,1,0,1,1,0,0,0,1,1,0,0
1054,1.64674255818329,0.4714289601386545,MS,2023-07-26,1,1,1,1,1,1,0,1,1,0,1,1,1,1,0,1
1055,1.45420857982386,0.3691165222170495,MS,2023-07-27,1,0,1,1,1,1,1,0,1,1,0,1,0,1,1,0
1056,1.92443951493727,0.3597465093477655,MS,2023-07-28,1,0,1,1,1,1,1,1,0,0,0,0,0,0,1,0
1057,NA,NA,MS,2023-07-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1058,NA,NA,MS,2023-07-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1059,2.49880864360591,0.405142309788332,MS,2023-07-31,0,1,1,0,1,1,1,1,0,0,1,0,0,1,1,1
1060,0.895752664958173,0.4135483622802925,MS,2023-08-01,1,1,1,1,1,1,1,1,0,0,1,0,1,1,1,0
1061,1.0375728198355,0.3895842074733955,MS,2023-08-02,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1
1062,1.87145835996725,0.3969130484123715,MS,2023-08-03,1,1,0,0,1,1,1,1,0,0,0,0,0,0,1,0
1063,1.88047941857327,0.4263363955442805,MS,2023-08-04,1,1,0,1,1,1,1,0,1,1,0,0,0,1,1,0
1064,NA,NA,MS,2023-08-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1065,NA,NA,MS,2023-08-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1066,2.69510020495872,0.379110844321289,MS,2023-08-07,1,0,1,1,1,1,1,1,1,0,0,0,0,0,1,1
1067,1.52996486653238,0.412667070729061,MS,2023-08-08,1,1,1,1,0,0,1,1,0,0,0,1,0,0,1,1
1068,2.7303389883886102,0.447013233969316,MS,2023-08-09,1,0,1,0,0,1,1,1,0,0,0,0,0,1,1,0
1069,2.0179442064798,0.3847231890560275,MS,2023-08-10,1,0,1,0,1,1,1,1,0,0,0,0,0,1,1,0
1070,0.966405820800633,0.404614333651377,MS,2023-08-11,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1
1071,1.61090794077383,0.304075770401473,MS,2023-08-12,1,0,1,1,1,1,1,1,1,0,1,1,0,0,1,1
1072,NA,NA,MS,2023-08-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1073,5.09904542862361,0.3559237719030745,MS,2023-08-14,1,0,1,1,0,1,0,0,1,0,0,1,0,1,0,0
1074,2.61122983265932,0.4189196939626845,MS,2023-08-15,1,1,0,1,1,1,1,0,0,0,0,0,0,0,1,0
1075,4.54447586253563,0.362086123847563,MS,2023-08-16,1,0,1,1,0,1,1,1,1,0,0,0,0,1,1,0
1076,8.20964724768076,0.346966923790808,MS,2023-08-17,0,0,0,1,0,1,1,1,0,0,0,0,0,0,1,0
1077,1.07026493682521,0.363046347239038,MS,2023-08-18,1,0,1,1,1,1,1,1,0,0,1,1,0,1,1,1
1078,0.662583123942523,0.46193299177038,MS,2023-08-19,1,1,0,1,1,1,1,1,1,1,0,1,0,1,1,1
1079,NA,NA,MS,2023-08-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1080,3.09651118289913,0.392549150124147,MS,2023-08-21,1,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0
1081,3.21698271760545,0.3499174708934045,MS,2023-08-22,1,0,1,0,0,1,1,0,0,1,0,0,0,1,1,0
1082,1.04650233035642,0.364545666962632,MS,2023-08-23,1,1,1,1,0,1,1,1,1,0,0,1,0,1,1,1
1083,1.13275165754918,0.474031976637913,MS,2023-08-24,1,1,1,1,1,0,1,0,1,1,1,1,0,0,1,0
1084,1.54897075692441,0.429242358379669,MS,2023-08-25,1,1,1,1,0,0,1,1,0,0,0,1,0,0,1,1
1085,NA,NA,MS,2023-08-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1086,NA,NA,MS,2023-08-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1087,4.89729547115533,0.3480696755641435,MS,2023-08-28,1,0,1,0,1,1,1,1,0,0,0,0,0,0,1,0
1088,2.95975344525459,0.393118924760695,MS,2023-08-29,1,0,1,1,0,1,1,1,1,0,0,1,1,1,1,1
1089,1.72389156121653,0.3620744157052435,MS,2023-08-30,1,0,1,0,1,1,1,1,0,0,0,0,0,1,1,0
1090,1.12710731057543,0.3500990077578135,MS,2023-08-31,1,0,1,1,1,1,1,1,1,0,1,1,0,1,1,1
1091,0.846367276786716,0.3222895888853615,MS,2023-09-01,1,0,1,1,1,1,1,1,1,0,1,0,1,1,1,1
1092,NA,NA,MS,2023-09-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1093,0.653519924252589,0.464284145987488,MT,2023-07-23,1,1,1,0,1,1,1,1,1,1,0,0,1,1,1,1
1094,NA,NA,MT,2023-07-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1095,0.666953171172052,0.462338508080694,MT,2023-07-25,1,1,1,0,1,1,1,1,1,0,1,0,1,1,1,1
1096,0.660148060367284,0.4614696432089775,MT,2023-07-26,1,1,1,0,1,1,1,1,1,1,0,0,1,1,1,1
1097,0.65193864963818,0.4606703715598585,MT,2023-07-27,1,1,1,0,1,1,1,1,1,1,0,0,1,1,1,1
1098,NA,NA,MT,2023-07-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1099,NA,NA,MT,2023-07-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1100,NA,NA,MT,2023-07-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1101,NA,NA,MT,2023-07-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1102,NA,NA,MT,2023-08-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1103,NA,NA,MT,2023-08-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1104,0.641989643081916,0.4570562575654165,MT,2023-08-03,1,1,1,0,1,1,1,1,1,0,1,0,1,1,1,1
1105,NA,NA,MT,2023-08-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1106,NA,NA,MT,2023-08-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
