...1,es_score,brier_score,location,target_date,X22E_50_CI,X22F_50_CI,X23B_50_CI,X23C_50_CI,X23D_50_CI,X23E_50_CI,X23F_50_CI,other_50_CI,X23A_50_CI,X22E_95_CI,X22F_95_CI,X23B_95_CI,X23C_95_CI,X23D_95_CI,X23E_95_CI,X23F_95_CI,other_95_CI,X23A_95_CI
201,3.34591402519234,0.450056946783567,CA,2023-07-13,1,0,0,1,1,0,0,1,0,1,0,0,1,0,1,1,1,0
202,2.36053867108674,0.4050658327423835,CA,2023-07-14,1,0,1,1,1,1,0,1,1,1,0,0,1,0,0,0,1,0
203,1.17847967490031,0.4129033271496105,CA,2023-07-15,1,1,1,1,1,1,1,1,0,1,1,0,1,0,1,0,1,0
204,2.39726410686935,0.402227196688716,CA,2023-07-16,1,1,1,1,0,1,0,1,0,1,1,0,1,0,0,0,1,0
205,3.45656962716621,0.4385937728707745,CA,2023-07-17,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0
206,3.94733631388964,0.4337318127440455,CA,2023-07-18,1,1,0,0,1,0,1,1,0,1,0,0,0,0,0,0,1,0
207,3.95511750338588,0.4211718082030435,CA,2023-07-19,1,1,0,1,1,0,1,1,0,1,0,0,1,1,0,0,1,0
208,2.55851433513384,0.427624479216959,CA,2023-07-20,1,1,0,1,0,0,1,1,0,1,1,0,1,0,0,0,1,0
209,1.44964227118885,0.3643343818207105,CA,2023-07-21,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1
210,2.45975524063149,0.408443543974459,CA,2023-07-22,1,0,1,1,0,1,1,1,0,1,0,0,1,0,1,0,1,0
211,NA,NA,CO,2023-06-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
212,NA,NA,CO,2023-06-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
213,0.374065412746294,0.261542584496171,CO,2023-06-13,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0
214,0.384058882183295,0.269612812695825,CO,2023-06-14,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
215,0.397303529609749,0.277739874865027,CO,2023-06-15,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0
216,0.491238535982678,0.3421435276539315,CO,2023-06-16,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0
217,0.417062822513416,0.2941245220703845,CO,2023-06-17,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0
218,NA,NA,CO,2023-06-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
219,NA,NA,CO,2023-06-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
220,0.904023248142472,0.449998603035863,CO,2023-06-20,1,0,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,0
221,0.48305120363639,0.3193781680158845,CO,2023-06-21,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1
222,1.420065990177,0.3668273179354105,CO,2023-06-22,1,0,0,1,1,1,1,1,1,1,0,0,1,1,0,0,1,0
223,NA,NA,CO,2023-06-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
224,NA,NA,CO,2023-06-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
225,NA,NA,CO,2023-06-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
226,1.28686642373138,0.417431817542872,CO,2023-06-26,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,0,1,1
227,0.71781775395589,0.3968406064108515,CO,2023-06-27,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1
228,NA,NA,CO,2023-06-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
229,0.818724223006383,0.58155659918955,CO,2023-06-29,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0
230,0.374198688283457,0.2691151346369395,CO,2023-06-30,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
231,NA,NA,CO,2023-07-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
232,0.84388349476292,0.422614043099396,CO,2023-07-02,1,0,1,1,1,1,1,1,1,1,0,0,1,0,1,1,1,1
233,0.588818805141537,0.4222763769449985,CO,2023-07-03,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,0
234,NA,NA,CO,2023-07-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
235,NA,NA,CO,2023-07-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
236,0.628487566263549,0.443936399482847,CO,2023-07-06,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1
237,NA,NA,CO,2023-07-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
238,NA,NA,CO,2023-07-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
239,NA,NA,CO,2023-07-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
240,0.348379631693805,0.241874540143522,CO,2023-07-10,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1
241,NA,NA,CO,2023-07-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
242,0.681204597098942,0.483640525659952,CO,2023-07-12,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1
243,0.329717231097503,0.2379481611594135,CO,2023-07-13,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1
244,1.48190106296138,0.469112071933309,CO,2023-07-14,1,1,0,1,1,1,0,1,1,1,1,1,1,0,0,0,1,0
245,0.810505668659218,0.307042401125463,CO,2023-07-15,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1
246,0.721771595967922,0.50727061851069,CO,2023-07-16,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,0
247,0.699537374098068,0.340829497287647,CO,2023-07-17,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1
248,0.533667397403931,0.3336524324780695,CO,2023-07-18,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1
249,0.586027057604573,0.3480367953798605,CO,2023-07-19,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0
250,0.92725037096744,0.4275225203831615,CO,2023-07-20,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,1,0
251,1.12648408183775,0.54377675911842,CO,2023-07-21,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,0,1
252,1.00385931152424,0.349427232751062,CO,2023-07-22,1,1,1,1,1,1,0,1,1,1,1,0,1,0,1,0,1,0
253,NA,NA,CT,2023-06-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
254,NA,NA,CT,2023-06-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
255,0.906757583818501,0.4412876950185375,CT,2023-06-13,1,1,1,1,1,1,1,0,1,1,1,1,1,0,0,1,0,0
256,0.823316669351386,0.58497303261064,CT,2023-06-14,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,0
257,NA,NA,CT,2023-06-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
258,NA,NA,CT,2023-06-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
259,0.721044633635393,0.51462753151058,CT,2023-06-17,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,0
260,NA,NA,CT,2023-06-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
261,0.441456719541765,0.3106150385508475,CT,2023-06-19,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0
262,NA,NA,CT,2023-06-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
263,1.25119208598636,0.4172196422201385,CT,2023-06-21,1,1,0,1,0,1,1,1,1,1,1,0,1,0,1,1,1,0
264,0.464223479017553,0.335368086360147,CT,2023-06-22,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0
265,NA,NA,CT,2023-06-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
266,NA,NA,CT,2023-06-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
267,NA,NA,CT,2023-06-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
268,NA,NA,CT,2023-06-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
269,0.889375337545128,0.428257380408461,CT,2023-06-27,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1
270,0.397115212973962,0.2771223502577715,CT,2023-06-28,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0
271,0.5462759519225,0.39179636280309,CT,2023-06-29,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,0
272,NA,NA,CT,2023-06-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
273,NA,NA,CT,2023-07-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
274,NA,NA,CT,2023-07-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
275,0.598503509317058,0.422908216802294,CT,2023-07-03,1,1,1,1,0,1,1,1,1,1,1,1,1,0,0,1,1,1
276,0.361534335130507,0.255637834597432,CT,2023-07-04,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
277,0.656531556615913,0.3671370861515365,CT,2023-07-05,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,0
278,0.978895631559951,0.489401953185865,CT,2023-07-06,1,1,1,1,1,0,0,1,1,1,1,0,1,1,0,0,1,0
279,NA,NA,CT,2023-07-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
280,NA,NA,CT,2023-07-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
281,NA,NA,CT,2023-07-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
282,0.623468154632902,0.435687096529566,CT,2023-07-10,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1
283,0.85832040197558,0.319354994124432,CT,2023-07-11,1,1,1,1,1,1,1,1,1,1,0,0,1,1,0,1,1,0
284,0.690201385376253,0.483640525659952,CT,2023-07-12,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,0
285,NA,NA,CT,2023-07-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
286,0.864915954048438,0.426124750178423,CT,2023-07-14,1,1,1,0,1,1,1,1,1,1,1,0,0,1,0,0,1,1
287,NA,NA,CT,2023-07-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
288,NA,NA,CT,2023-07-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
289,0.617563853264016,0.3578476139527245,CT,2023-07-17,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,1,1
290,0.66968909445244,0.480371852720084,CT,2023-07-18,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,0
291,1.54497692667132,0.481131869136619,CT,2023-07-19,1,1,0,1,0,1,1,1,1,1,1,0,1,0,0,1,1,1
292,NA,NA,CT,2023-07-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
293,0.821691276997336,0.2373640806465435,CT,2023-07-21,1,1,0,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1
294,1.08730172273347,0.471049961309757,CT,2023-07-22,1,1,0,1,1,1,1,1,0,1,1,0,1,0,1,0,1,0
295,NA,NA,DC,2023-06-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
296,0.630630637138583,0.4357640468418235,DC,2023-06-12,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,0
297,0.718949619025522,0.39780232751808853,DC,2023-06-13,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1
298,NA,NA,DC,2023-06-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
299,0.509325238488546,0.348792460336347,DC,2023-06-15,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1
300,0.399463033718357,0.285913821559616,DC,2023-06-16,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0
301,NA,NA,DC,2023-06-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
302,NA,NA,DC,2023-06-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
303,0.605862355423706,0.421232196823002,DC,2023-06-19,1,1,1,1,0,1,1,1,1,1,1,0,1,0,1,1,1,1
304,0.469135603128065,0.3181143019892515,DC,2023-06-20,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1
305,0.598765407517243,0.4190982987529695,DC,2023-06-21,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,0
306,1.52574313312745,0.426598244564031,DC,2023-06-22,1,0,1,1,1,0,1,1,1,1,0,0,1,0,0,0,1,0
307,0.859900295370752,0.609709085255835,DC,2023-06-23,1,1,1,0,1,1,1,1,1,1,1,1,0,0,1,1,1,1
308,NA,NA,DC,2023-06-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
309,NA,NA,DC,2023-06-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
310,0.689166845760644,0.492837154684631,DC,2023-06-26,1,1,1,1,1,0,1,1,1,1,1,1,1,0,0,1,1,1
311,NA,NA,DC,2023-06-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
312,NA,NA,DC,2023-06-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
313,0.540331969895951,0.39179636280309,DC,2023-06-29,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,0
314,NA,NA,DC,2023-06-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
315,NA,NA,DC,2023-07-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
316,NA,NA,DC,2023-07-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
317,0.882569522425457,0.4341365130442435,DC,2023-07-03,1,1,1,0,1,1,1,1,1,1,1,1,0,0,1,1,1,1
318,NA,NA,DC,2023-07-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
319,0.627532151864958,0.436841881933489,DC,2023-07-05,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,0
320,0.70693068330436,0.4980271735351665,DC,2023-07-06,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,0,1,1
321,1.15359038297845,0.383192786726108,DC,2023-07-07,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,0,1,0
322,0.688521327969875,0.4882583784974625,DC,2023-07-08,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,0
323,NA,NA,DC,2023-07-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
324,0.334975050856149,0.241874540143522,DC,2023-07-10,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1
325,0.627511080078951,0.4379951461244035,DC,2023-07-11,1,1,1,1,0,1,1,1,1,1,1,0,1,0,1,1,1,1
326,0.618596613174316,0.44040880839846003,DC,2023-07-12,1,1,1,1,0,1,1,1,1,1,1,0,1,0,1,1,1,1
327,NA,NA,DC,2023-07-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
328,NA,NA,DC,2023-07-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
329,NA,NA,DC,2023-07-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
330,0.675008064811816,0.4794430150180505,DC,2023-07-16,1,1,1,1,1,0,1,1,1,1,1,0,1,1,0,1,1,1
331,NA,NA,DC,2023-07-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
332,0.333269622420536,0.2358757228691035,DC,2023-07-18,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
333,NA,NA,DC,2023-07-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
334,0.712452691169075,0.38266337043748,DC,2023-07-20,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,0
335,NA,NA,DC,2023-07-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
336,NA,NA,DC,2023-07-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
337,0.982890986592635,0.483818108307384,DE,2023-06-11,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0
338,NA,NA,DE,2023-06-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
339,NA,NA,DE,2023-06-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
340,0.74272434367166,0.52444285934603,DE,2023-06-14,1,1,1,1,1,0,1,1,1,1,1,1,1,0,0,1,1,1
341,NA,NA,DE,2023-06-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
342,NA,NA,DE,2023-06-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
343,NA,NA,DE,2023-06-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
344,NA,NA,DE,2023-06-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
345,1.26064066565495,0.50146379772959,DE,2023-06-19,1,0,1,0,1,1,1,1,1,1,0,0,0,0,1,1,1,1
346,NA,NA,DE,2023-06-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
347,0.438881889198629,0.3116277671612765,DE,2023-06-21,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1
348,0.596489640906579,0.4183543049350265,DE,2023-06-22,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1
349,0.479048708074275,0.343582470353553,DE,2023-06-23,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
350,0.420941034534944,0.2956257857328835,DE,2023-06-24,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1
351,NA,NA,DE,2023-06-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
352,NA,NA,DE,2023-06-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
353,NA,NA,DE,2023-06-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
354,NA,NA,DE,2023-06-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
355,NA,NA,DE,2023-06-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
356,NA,NA,DE,2023-06-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
357,NA,NA,DE,2023-07-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
358,NA,NA,DE,2023-07-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
359,NA,NA,DE,2023-07-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
360,0.60114746641988,0.4296202515221245,DE,2023-07-04,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,0
361,NA,NA,DE,2023-07-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
362,0.561964322294542,0.3388952777063145,DE,2023-07-06,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,1,1,1
363,NA,NA,DE,2023-07-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
364,NA,NA,DE,2023-07-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
365,NA,NA,DE,2023-07-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
366,NA,NA,DE,2023-07-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
367,NA,NA,DE,2023-07-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
368,NA,NA,DE,2023-07-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
369,0.645279835875346,0.363855034961062,DE,2023-07-13,1,1,1,1,1,1,1,1,0,1,1,0,1,1,0,1,1,1
370,0.933500761366343,0.4706379166318745,DE,2023-07-14,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,0,1,1
371,NA,NA,DE,2023-07-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
372,0.577329328008294,0.3435319589231425,DE,2023-07-16,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1
373,0.338048716744875,0.235837910859177,DE,2023-07-17,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
374,0.84154394472938,0.599309189055005,DE,2023-07-18,1,0,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1
375,NA,NA,DE,2023-07-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
376,NA,NA,DE,2023-07-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
377,NA,NA,DE,2023-07-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
378,NA,NA,DE,2023-07-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
379,0.749897414538749,0.40790407155771,FL,2023-06-11,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1
380,1.67283557315429,0.4017303197930265,FL,2023-06-12,1,0,1,1,1,1,1,1,1,1,0,0,1,0,1,0,1,1
381,2.14615592008699,0.4014854118227355,FL,2023-06-13,1,1,0,1,0,1,1,0,1,1,1,0,1,0,0,1,0,1
382,1.42192355081442,0.419534480062952,FL,2023-06-14,1,1,1,0,1,1,1,1,0,1,1,0,0,0,0,1,1,0
383,1.18594363341956,0.3724714173639925,FL,2023-06-15,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,0,0
384,2.02909597924028,0.3322820098448685,FL,2023-06-16,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1
385,1.36524531413984,0.3989443778192305,FL,2023-06-17,1,1,1,1,1,0,1,1,1,1,1,0,1,1,0,1,1,0
386,1.00606429469575,0.302361711394396,FL,2023-06-18,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,0
387,2.94936300928264,0.4180288428780915,FL,2023-06-19,1,1,0,1,0,0,1,0,0,1,0,1,1,0,0,0,1,0
388,3.1926889206986,0.3768167863515775,FL,2023-06-20,1,1,0,1,0,1,1,0,1,1,0,0,1,0,0,0,0,0
389,4.90436497002697,0.3911956395006575,FL,2023-06-21,1,1,0,0,1,0,1,1,0,1,1,1,1,0,0,0,1,0
390,1.59935577597433,0.3667664145648795,FL,2023-06-22,1,1,1,1,1,1,1,1,0,1,0,0,1,0,0,0,1,1
391,4.96386713265489,0.396049181198439,FL,2023-06-23,1,0,0,1,1,1,1,0,0,1,0,0,1,0,0,1,0,0
392,5.09098423900403,0.3916757235275855,FL,2023-06-24,1,1,0,1,0,1,1,0,0,1,0,0,1,0,0,1,0,0
393,1.28106399042974,0.422334145983931,FL,2023-06-25,1,1,0,1,0,1,1,1,1,1,1,0,1,0,0,1,1,1
394,6.61268742266245,0.417660366058445,FL,2023-06-26,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0
395,3.71942569802964,0.400417976862585,FL,2023-06-27,1,1,1,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0
396,3.62926917132772,0.400291112297151,FL,2023-06-28,1,0,1,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0
397,7.80090846289839,0.409624062007392,FL,2023-06-29,1,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0
398,3.76162170368178,0.4084883905740425,FL,2023-06-30,1,0,0,1,1,1,0,1,0,1,0,0,1,0,0,0,1,0
399,1.4750180660841,0.559020676086445,FL,2023-07-01,1,0,1,0,1,1,1,1,1,1,0,0,0,1,0,1,1,0
400,1.73805522460098,0.52712331902478,FL,2023-07-02,1,0,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,0
401,6.29266960684411,0.4123392172000725,FL,2023-07-03,1,1,0,1,0,0,1,0,0,1,1,0,1,0,0,0,0,0
402,1.2807986960567,0.406728566038645,FL,2023-07-04,1,1,1,1,1,0,1,1,1,1,1,0,1,1,0,0,1,1
403,6.29453395151066,0.420602240360427,FL,2023-07-05,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0
404,3.52766747381566,0.4382729914047055,FL,2023-07-06,1,0,0,0,1,1,1,0,1,1,0,0,0,0,0,1,0,1
