...1,es_score,brier_score,location,target_date,X22F_50_CI,X23A_50_CI,X23B_50_CI,X23D_50_CI,X23E_50_CI,X23G_50_CI,X23H_50_CI,X24A_50_CI,other_50_CI,X23F_50_CI,X22F_95_CI,X23A_95_CI,X23B_95_CI,X23D_95_CI,X23E_95_CI,X23G_95_CI,X23H_95_CI,X24A_95_CI,other_95_CI,X23F_95_CI
186,2.93058667144612,0.325127519893622,CA,2023-11-22,0,1,1,0,1,1,1,0,1,0,1,1,0,1,1,1,0,0,1,0
187,1.01096980722983,0.4414053044180785,CA,2023-11-23,1,1,1,1,0,1,1,1,1,1,1,1,0,0,0,1,1,1,1,0
188,1.9952842745563,0.3569603449726395,CA,2023-11-24,1,0,1,1,0,1,1,0,1,1,1,0,0,0,1,1,0,0,1,1
189,2.3705657968452,0.333236012287611,CA,2023-11-25,1,1,1,1,1,1,0,0,1,0,1,1,0,0,1,1,0,0,1,0
190,1.66557694054702,0.290686399612242,CA,2023-11-26,1,1,1,1,1,1,1,1,1,0,1,1,0,0,1,1,0,0,1,0
191,4.47393080785535,0.3825410189441395,CA,2023-11-27,0,0,1,1,1,1,1,0,0,0,0,0,0,1,1,0,1,0,0,0
192,6.75578847614791,0.3786076339205655,CA,2023-11-28,0,1,1,1,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0
193,8.36864527546851,0.364223530242907,CA,2023-11-29,1,0,1,1,1,1,1,0,0,0,1,0,0,1,1,0,0,0,1,0
194,5.81639625187643,0.32262018460582,CA,2023-11-30,0,1,1,1,1,1,0,0,1,0,1,1,0,1,0,0,0,0,0,0
195,3.42851704220332,0.3492386932400615,CA,2023-12-01,1,0,1,1,1,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0
196,0.87558525547624,0.347257193884396,CA,2023-12-02,1,1,1,1,1,1,1,1,0,1,1,1,1,0,0,1,0,0,0,0
197,2.99720388027195,0.366504343315827,CA,2023-12-03,1,1,1,1,1,1,1,0,1,0,1,1,0,0,1,1,0,0,0,0
198,10.273269139042,0.4544978168727015,CA,2023-12-04,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0
199,7.39483042725254,0.393148430779979,CA,2023-12-05,1,0,0,1,0,1,1,0,1,0,1,0,1,0,0,0,0,0,0,0
200,5.58414574965439,0.4360638099578765,CA,2023-12-06,1,0,1,1,0,1,1,0,0,1,1,0,0,0,1,1,0,0,0,0
201,2.08101367540465,0.4717764034624705,CA,2023-12-07,1,1,1,0,1,1,1,1,0,0,1,1,1,0,1,0,1,0,0,0
202,1.94780236110769,0.52986206768342,CA,2023-12-08,1,1,0,0,1,1,1,0,1,1,1,1,0,1,1,1,1,0,1,0
203,2.63789926578842,0.4960592073338845,CA,2023-12-09,1,1,1,1,0,1,1,0,0,0,1,1,1,1,1,1,0,0,0,0
204,4.85200007146265,0.4933743470017625,CA,2023-12-10,1,0,0,1,1,1,1,0,1,0,1,0,0,1,0,1,0,0,1,0
205,11.5994605836031,0.460375336955872,CA,2023-12-11,1,0,1,1,0,1,0,0,0,0,1,0,1,1,1,1,0,0,0,0
206,8.21636373951613,0.411599613238368,CA,2023-12-12,1,0,1,1,1,1,1,0,1,0,1,0,0,1,1,1,0,0,0,0
207,21.8125692207107,0.510536286916365,CA,2023-12-13,1,0,0,1,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0
208,6.22846004889318,0.3977408249968655,CA,2023-12-14,1,0,1,1,1,1,1,0,0,0,0,0,0,0,1,1,1,0,0,0
209,7.11093778908718,0.46321513320696,CA,2023-12-15,1,0,0,1,0,0,1,0,1,0,1,0,0,1,0,1,0,0,1,0
210,3.11577009845749,0.3186440917236905,CA,2023-12-16,1,0,1,1,1,1,1,0,1,0,1,0,0,1,1,0,1,0,1,0
211,NA,NA,CO,2023-11-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
212,1.32377343904141,0.3872652535063605,CO,2023-11-06,1,1,1,0,1,0,1,1,1,1,1,0,0,0,1,0,0,1,1,1
213,0.887701309883926,0.4168458140970035,CO,2023-11-07,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1
214,1.08138512443129,0.2906609468404975,CO,2023-11-08,1,1,0,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,0
215,1.53314887373126,0.457103376676279,CO,2023-11-09,1,0,0,1,1,1,1,1,1,0,1,0,0,0,1,0,1,1,1,1
216,1.04497465437499,0.367136264477481,CO,2023-11-10,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,1,0,0
217,0.738270815409837,0.53087588434347,CO,2023-11-11,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1
218,NA,NA,CO,2023-11-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
219,1.74797688948136,0.380346054492885,CO,2023-11-13,1,0,1,1,1,0,1,1,1,1,1,1,0,1,1,0,0,0,1,0
220,1.59391594991724,0.3294228888000435,CO,2023-11-14,1,1,1,0,1,1,1,0,1,1,1,1,1,0,1,1,1,0,1,0
221,1.28673169450533,0.311616019335857,CO,2023-11-15,1,1,1,0,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1
222,0.770657508952848,0.388953707594126,CO,2023-11-16,1,0,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1
223,0.239219244440098,0.16715624907176,CO,2023-11-17,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0
224,0.81733120578372,0.406990090567193,CO,2023-11-18,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1
225,0.244375537803959,0.1740651865565255,CO,2023-11-19,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0
226,1.08028485900332,0.287810277986875,CO,2023-11-20,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1
227,2.32030305944745,0.433224239255781,CO,2023-11-21,1,1,0,0,1,1,1,1,1,1,1,1,0,0,1,1,1,0,0,0
228,NA,NA,CO,2023-11-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
229,NA,NA,CO,2023-11-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
230,0.577444497518572,0.409877356017629,CO,2023-11-24,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,0,1,1
231,0.715675511971045,0.381522093257249,CO,2023-11-25,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,0,0,1,0
232,NA,NA,CO,2023-11-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
233,3.69320426300783,0.500152326938415,CO,2023-11-27,1,0,0,0,1,1,1,0,1,0,1,0,0,0,1,1,1,0,1,0
234,2.1847475693497,0.482894566644635,CO,2023-11-28,1,0,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0
235,2.18394687187857,0.4422838495327025,CO,2023-11-29,1,0,0,1,1,1,1,0,0,1,1,0,0,1,0,1,0,0,0,0
236,0.880721719129013,0.621106267522745,CO,2023-11-30,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0
237,0.334275301728776,0.280501474830228,CO,2023-12-01,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
238,0.877827262331749,0.6208051805401,CO,2023-12-02,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,0,1
239,NA,NA,CO,2023-12-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
240,1.28329050551111,0.4164896962936675,CO,2023-12-04,0,1,0,1,1,1,1,1,1,0,0,1,0,0,1,1,1,0,1,0
241,0.78289007648525,0.305129501959978,CO,2023-12-05,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,0
242,0.832692558524532,0.349839994470617,CO,2023-12-06,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1
243,NA,NA,CO,2023-12-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
244,NA,NA,CO,2023-12-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
245,NA,NA,CO,2023-12-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
246,0.165723824212291,0.1193041080171885,CO,2023-12-10,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0
247,0.145253365745,0.106254983758771,CO,2023-12-11,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
248,NA,NA,CO,2023-12-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
249,1.21782376104119,0.3887469889102255,CO,2023-12-13,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,0,1,0
250,1.44508802129733,0.653082648345775,CO,2023-12-14,1,0,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,0,1,1
251,NA,NA,CO,2023-12-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
252,NA,NA,CO,2023-12-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
253,0.227912903961738,0.158729370158306,CT,2023-11-05,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0
254,1.47996277839322,0.450708266318811,CT,2023-11-06,1,1,0,1,1,1,1,0,1,0,1,1,0,0,1,1,1,0,0,1
255,1.66917509782534,0.3203755751625685,CT,2023-11-07,1,0,0,1,1,1,1,1,1,1,1,1,0,0,1,1,1,0,1,0
256,1.16510138009284,0.569485147380675,CT,2023-11-08,1,1,1,0,1,1,1,1,0,1,1,1,1,0,0,1,1,1,1,1
257,0.733880491102099,0.392823739011508,CT,2023-11-09,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,0
258,NA,NA,CT,2023-11-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
259,NA,NA,CT,2023-11-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
260,0.668626048312548,0.3609979917891445,CT,2023-11-12,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,0,1
261,1.76385145391657,0.310859509187454,CT,2023-11-13,1,1,0,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0
262,1.93561365546673,0.2096247292318145,CT,2023-11-14,1,1,1,1,1,1,1,1,1,0,1,1,0,0,1,1,1,0,1,0
263,0.717552456397575,0.2867382957581175,CT,2023-11-15,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,0
264,NA,NA,CT,2023-11-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
265,NA,NA,CT,2023-11-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
266,0.246032882970618,0.1703218339374625,CT,2023-11-18,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
267,NA,NA,CT,2023-11-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
268,0.665537465306286,0.178443176854243,CT,2023-11-20,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,0
269,1.39578997719985,0.254047890207561,CT,2023-11-21,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,0,0,1,0
270,0.275212012016648,0.189346207653403,CT,2023-11-22,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
271,1.18554658322882,0.195998361269215,CT,2023-11-23,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,0
272,0.871603421710359,0.3570412019692505,CT,2023-11-24,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0
273,NA,NA,CT,2023-11-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
274,1.02384487300584,0.34747973025868,CT,2023-11-26,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,0,1,0,1,0
275,1.01684265230688,0.397908960067053,CT,2023-11-27,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0
276,4.7447954595201,0.3113944327763465,CT,2023-11-28,1,0,1,1,1,1,1,0,1,0,1,0,1,1,1,1,0,0,1,0
277,3.95215853653119,0.3136675867768575,CT,2023-11-29,1,1,1,1,1,1,1,0,1,0,1,1,0,1,1,1,0,0,1,0
278,0.382096618387518,0.2706317308816405,CT,2023-11-30,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0
279,0.664389864703721,0.280501474830228,CT,2023-12-01,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0
280,0.436705145700718,0.3022406520835,CT,2023-12-02,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0
281,2.72923839681433,0.63464085350638,CT,2023-12-03,1,0,1,1,1,1,1,0,1,1,1,0,0,1,1,1,1,1,0,0
282,2.85415002834471,0.3454509884738155,CT,2023-12-04,0,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,0,0,1,0
283,1.49197190177379,0.50564215347035,CT,2023-12-05,1,0,1,0,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,0
284,2.10226016891038,0.493790803432217,CT,2023-12-06,1,1,0,1,1,1,1,0,1,1,1,1,0,1,1,1,0,0,1,0
285,0.852661014577509,0.4103698878670565,CT,2023-12-07,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,0,1
286,NA,NA,CT,2023-12-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
287,NA,NA,CT,2023-12-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
288,NA,NA,CT,2023-12-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
289,2.98380405106376,0.571381953389395,CT,2023-12-11,1,0,0,1,1,1,1,0,1,0,1,0,1,1,1,1,0,0,1,0
290,1.16066206228638,0.376346904391707,CT,2023-12-12,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,0
291,6.47200560812731,0.563980473371175,CT,2023-12-13,1,1,1,1,1,0,1,0,1,0,1,1,1,0,1,0,1,0,1,0
292,1.46017560198923,0.399496633358992,CT,2023-12-14,1,1,1,0,1,1,1,0,1,0,1,1,1,0,1,1,1,0,1,0
293,1.75203702702872,0.53415451569061,CT,2023-12-15,0,1,0,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,0
294,1.43112680341096,0.4271190382939535,CT,2023-12-16,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,0,1,0
295,NA,NA,DC,2023-11-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
296,1.19234244152324,0.573863774382295,DC,2023-11-06,0,1,1,0,1,1,1,1,1,1,0,1,1,0,1,1,0,1,0,1
297,NA,NA,DC,2023-11-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
298,0.217871945226979,0.1571883848882585,DC,2023-11-08,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0
299,0.85467913093723,0.383957148543518,DC,2023-11-09,1,1,1,1,1,1,1,0,1,1,1,1,0,0,1,1,1,0,1,0
300,0.591841859828744,0.1572079025682475,DC,2023-11-10,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,0,1,1,1,0
301,0.531671332074084,0.327542198851485,DC,2023-11-11,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
302,0.751377110284965,0.532098908257625,DC,2023-11-12,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1
303,0.770298982556145,0.3980658599829205,DC,2023-11-13,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,0,0,1,1
304,0.614744191961364,0.1606142984975415,DC,2023-11-14,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,0,1,0
305,NA,NA,DC,2023-11-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
306,NA,NA,DC,2023-11-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
307,NA,NA,DC,2023-11-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
308,0.725629980634341,0.511793112798615,DC,2023-11-18,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0
309,NA,NA,DC,2023-11-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
310,0.775138850817627,0.3913483748401515,DC,2023-11-20,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,0,1
311,NA,NA,DC,2023-11-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
312,0.857185457826904,0.611075425762855,DC,2023-11-22,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1
313,0.27861040962792,0.195998361269215,DC,2023-11-23,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
314,0.855177840251355,0.60284247863861,DC,2023-11-24,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,0
315,0.768936681994672,0.2120264705249945,DC,2023-11-25,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1
316,0.301965948613033,0.2215269182080525,DC,2023-11-26,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
317,0.342981196634135,0.232094324442027,DC,2023-11-27,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
318,0.862339861614686,0.42534934605232,DC,2023-11-28,1,1,1,1,1,1,1,1,0,1,1,0,0,1,1,1,1,1,0,0
319,NA,NA,DC,2023-11-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
320,0.383666013604041,0.2706317308816405,DC,2023-11-30,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
321,0.821768939823527,0.577338997599715,DC,2023-12-01,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1
322,1.00644012492278,0.3022406520835,DC,2023-12-02,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,0,1,0
323,NA,NA,DC,2023-12-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
324,NA,NA,DC,2023-12-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
325,NA,NA,DC,2023-12-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
326,NA,NA,DC,2023-12-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
327,0.574327542456576,0.4005842213119135,DC,2023-12-07,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0
328,1.32837382261802,0.4229622358990035,DC,2023-12-08,1,1,1,1,1,1,1,0,1,0,1,1,0,1,1,1,1,1,1,0
329,NA,NA,DC,2023-12-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
330,NA,NA,DC,2023-12-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
331,0.716911141850253,0.4933479276447305,DC,2023-12-11,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,0
332,2.19053228158136,0.394728619050772,DC,2023-12-12,1,0,0,0,1,1,1,1,1,0,1,0,0,0,1,1,0,0,1,0
333,1.04624397559697,0.729756920471905,DC,2023-12-13,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0
334,0.509116393249144,0.3193597203555525,DC,2023-12-14,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0
335,0.849502572893192,0.58928048084266,DC,2023-12-15,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1
336,NA,NA,DC,2023-12-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
337,NA,NA,DE,2023-11-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
338,1.37885737368635,0.537976872692665,DE,2023-11-06,1,1,1,1,0,1,1,1,1,0,1,1,0,1,0,1,1,1,1,0
339,1.29053439651513,0.3684888076213025,DE,2023-11-07,1,0,1,1,1,0,1,1,0,1,1,0,0,0,1,0,0,0,0,0
340,1.370947408739,0.3960425439270535,DE,2023-11-08,1,1,1,0,1,1,1,1,0,1,0,1,0,0,1,1,1,0,0,0
341,NA,NA,DE,2023-11-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
342,NA,NA,DE,2023-11-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
343,NA,NA,DE,2023-11-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
344,NA,NA,DE,2023-11-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
345,0.979774227653648,0.4355886866059685,DE,2023-11-13,1,0,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,0
346,0.767076426835091,0.387323924957629,DE,2023-11-14,1,0,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,0
347,1.56474943074666,0.58624336693949,DE,2023-11-15,1,0,1,1,1,1,1,1,0,0,1,0,0,1,1,1,1,0,0,0
348,0.231917631521107,0.164515268278609,DE,2023-11-16,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0
349,NA,NA,DE,2023-11-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
350,1.86029080560248,0.3770463699296435,DE,2023-11-18,1,1,1,0,1,1,1,1,1,1,1,0,0,0,1,1,0,0,1,1
351,1.72556027953819,0.48474250463454,DE,2023-11-19,1,0,1,1,1,1,1,1,1,1,1,0,0,0,1,1,0,0,1,0
352,1.09050193090978,0.331150746232013,DE,2023-11-20,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,0,1
353,1.93685336972299,0.252588567353214,DE,2023-11-21,1,1,1,1,1,0,1,1,1,0,1,1,0,0,1,0,1,1,1,0
354,NA,NA,DE,2023-11-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
355,NA,NA,DE,2023-11-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
356,NA,NA,DE,2023-11-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
357,NA,NA,DE,2023-11-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
358,0.688309492589315,0.337685472644113,DE,2023-11-26,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,0,1,1,0
359,2.13949502256524,0.415756337992339,DE,2023-11-27,0,0,1,1,0,1,1,0,1,1,0,0,1,0,0,1,0,0,0,0
360,0.958989135193011,0.354479090424754,DE,2023-11-28,1,0,1,1,1,1,1,1,1,1,1,0,0,1,1,0,0,0,1,0
361,1.12314011615707,0.39348854131789,DE,2023-11-29,1,1,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,1,0
362,NA,NA,DE,2023-11-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
363,0.882559701764843,0.619818499387885,DE,2023-12-01,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0
364,0.876363735140628,0.61759716511139,DE,2023-12-02,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,0
365,1.28763339405775,0.4104305867813255,DE,2023-12-03,1,1,1,0,1,1,1,0,1,0,1,1,0,1,1,1,1,0,1,0
366,1.69025374761491,0.3470278237881815,DE,2023-12-04,1,0,1,1,1,1,1,1,1,0,1,0,0,0,1,1,1,0,1,0
367,3.05270527409029,0.4699054810963765,DE,2023-12-05,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,0,0,0
368,1.44510876192562,0.4411915895048165,DE,2023-12-06,1,1,1,0,1,1,1,0,0,1,1,1,1,1,1,0,1,0,1,1
369,1.43274646544005,0.3644819331521435,DE,2023-12-07,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0,0,0,0
370,1.29812356081247,0.4150533080576575,DE,2023-12-08,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,0,0,0
371,NA,NA,DE,2023-12-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
372,NA,NA,DE,2023-12-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
373,NA,NA,DE,2023-12-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
374,NA,NA,DE,2023-12-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
375,NA,NA,DE,2023-12-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
376,NA,NA,DE,2023-12-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
377,NA,NA,DE,2023-12-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
378,NA,NA,DE,2023-12-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
379,0.686157125678736,0.3667115998581,FL,2023-11-05,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1
