...1,es_score,brier_score,location,target_date,X22F_50_CI,X23H_50_CI,X24A_50_CI,recombinant_50_CI,other_50_CI,X22F_95_CI,X23H_95_CI,X24A_95_CI,recombinant_95_CI,other_95_CI
1108,NA,NA,MT,2024-02-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1109,NA,NA,MT,2024-02-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1110,NA,NA,MT,2024-02-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1111,NA,NA,MT,2024-02-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1112,NA,NA,MT,2024-02-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1113,NA,NA,MT,2024-02-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1114,NA,NA,MT,2024-02-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1115,NA,NA,MT,2024-02-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1116,NA,NA,MT,2024-02-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1117,NA,NA,MT,2024-02-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1118,NA,NA,MT,2024-02-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1119,NA,NA,MT,2024-03-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1120,NA,NA,MT,2024-03-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1121,NA,NA,MT,2024-03-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1122,NA,NA,MT,2024-03-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1123,NA,NA,MT,2024-03-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1124,NA,NA,MT,2024-03-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1125,NA,NA,MT,2024-03-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1126,NA,NA,MT,2024-03-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1127,NA,NA,MT,2024-03-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1128,NA,NA,MT,2024-03-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1129,NA,NA,MT,2024-03-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1130,NA,NA,MT,2024-03-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1131,NA,NA,MT,2024-03-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1132,NA,NA,MT,2024-03-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1133,NA,NA,MT,2024-03-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1134,NA,NA,MT,2024-03-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1135,NA,NA,NC,2024-02-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1136,2.28767244323366,0.2694562312096665,NC,2024-02-05,1,1,0,1,0,1,1,0,1,0
1137,0.0688670402590272,8.1489876848421e-4,NC,2024-02-06,1,1,1,1,1,1,1,0,1,0
1138,0.68302868021885,0.0683936490723205,NC,2024-02-07,1,1,1,1,1,1,1,0,1,0
1139,2.04991741205683,0.2748786480697745,NC,2024-02-08,1,1,0,0,0,1,1,0,1,0
1140,0.0398052610317542,5.4040287724547e-4,NC,2024-02-09,1,1,1,1,1,1,1,1,1,1
1141,NA,NA,NC,2024-02-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1142,5.7073416878243e-4,4.1066852420464e-4,NC,2024-02-11,1,1,1,1,1,1,1,1,1,1
1143,0.892200051819351,0.074425678667327,NC,2024-02-12,1,1,0,1,0,1,1,1,1,1
1144,1.14680704350729,0.161206315957199,NC,2024-02-13,1,1,0,1,0,1,1,0,1,0
1145,3.8383170379142e-4,2.7186757658364e-4,NC,2024-02-14,1,1,1,1,1,1,1,1,1,1
1146,0.00260335765351574,2.3691674106456e-4,NC,2024-02-15,1,1,1,1,1,1,1,1,1,1
1147,0.00674276569756835,2.0645228240542e-4,NC,2024-02-16,1,1,1,1,1,1,1,1,1,1
1148,NA,NA,NC,2024-02-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1149,1.7287346580341e-4,1.5676463835404e-4,NC,2024-02-18,1,1,1,1,1,1,1,1,1,1
1150,0.00760296989506111,1.3660410998338e-4,NC,2024-02-19,1,1,1,1,1,1,1,1,1,1
1151,0.01386012126165,1.19038496892075e-4,NC,2024-02-20,1,1,1,1,1,1,1,1,1,1
1152,1.20798436754808,0.12262022868793,NC,2024-02-21,1,1,0,1,0,1,1,0,1,0
1153,0.0162916006203309,9.040210577978e-5,NC,2024-02-22,1,1,1,1,1,1,1,1,1,1
1154,0.00457676645361742,7.8787143576845e-5,NC,2024-02-23,1,1,1,1,1,1,1,1,1,1
1155,6.52376715121646e-5,6.866871628166e-5,NC,2024-02-24,1,1,1,1,1,1,1,1,1,1
1156,NA,NA,NC,2024-02-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1157,2.66252345703094,0.1801075183578545,NC,2024-02-26,1,1,0,0,1,1,1,0,0,1
1158,1.30428965022415,0.1645301289855015,NC,2024-02-27,1,1,0,1,0,1,1,0,1,0
1159,0.00355671860263186,3.965730663752095e-5,NC,2024-02-28,1,1,1,1,1,1,1,1,1,1
1160,0.00163325653823351,3.457969124791605e-5,NC,2024-02-29,1,1,1,1,1,1,1,1,1,1
1161,1.35699410754319,0.165447744923174,NC,2024-03-01,1,1,0,0,1,1,1,0,0,1
1162,NA,NA,NC,2024-03-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1163,NA,NA,NC,2024-03-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1164,1.36387036261653,0.247861636672066,NC,2024-03-04,1,1,0,1,0,1,1,0,1,0
1165,2.30941074336995e-5,1.74633760633168e-5,NC,2024-03-05,1,1,1,1,1,1,1,1,1,1
1166,2.82277026507341e-5,1.523968347761145e-5,NC,2024-03-06,1,1,1,1,1,1,1,1,1,1
1167,2.59225345469157e-5,1.3301266781814e-5,NC,2024-03-07,1,1,1,1,1,1,1,1,1,1
1168,NA,NA,NC,2024-03-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1169,NA,NA,NC,2024-03-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1170,NA,NA,NC,2024-03-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1171,1.0937527671361e-4,7.7323648573979e-6,NC,2024-03-11,1,1,1,1,1,1,1,1,1,1
1172,9.30552525242514e-6,6.7548998783359e-6,NC,2024-03-12,1,1,1,1,1,1,1,1,1,1
1173,5.4588643390174e-5,5.90216834756835e-6,NC,2024-03-13,1,1,1,1,1,1,1,1,1,1
1174,8.47113922200892e-5,5.15813831484105e-6,NC,2024-03-14,1,1,1,1,1,1,1,1,1,1
1175,3.28097545813279e-5,4.50884867673513e-6,NC,2024-03-15,1,1,1,1,1,1,1,1,1,1
1176,NA,NA,NC,2024-03-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1177,NA,NA,ND,2024-02-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1178,NA,NA,ND,2024-02-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1179,0.00110940811584884,8.1489876848421e-4,ND,2024-02-06,1,1,1,1,1,1,1,0,1,0
1180,NA,NA,ND,2024-02-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1181,NA,NA,ND,2024-02-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1182,7.9847912134936e-4,5.4040287724547e-4,ND,2024-02-09,1,1,1,1,1,1,1,1,1,1
1183,NA,NA,ND,2024-02-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1184,NA,NA,ND,2024-02-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1185,NA,NA,ND,2024-02-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1186,NA,NA,ND,2024-02-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1187,NA,NA,ND,2024-02-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1188,NA,NA,ND,2024-02-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1189,NA,NA,ND,2024-02-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1190,NA,NA,ND,2024-02-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1191,NA,NA,ND,2024-02-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1192,NA,NA,ND,2024-02-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1193,1.38859836466614,0.97882038833121,ND,2024-02-20,1,1,0,1,0,1,1,0,1,0
1194,NA,NA,ND,2024-02-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1195,NA,NA,ND,2024-02-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1196,NA,NA,ND,2024-02-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1197,NA,NA,ND,2024-02-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1198,NA,NA,ND,2024-02-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1199,NA,NA,ND,2024-02-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1200,NA,NA,ND,2024-02-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1201,NA,NA,ND,2024-02-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1202,NA,NA,ND,2024-02-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1203,NA,NA,ND,2024-03-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1204,NA,NA,ND,2024-03-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1205,NA,NA,ND,2024-03-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1206,NA,NA,ND,2024-03-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1207,NA,NA,ND,2024-03-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1208,NA,NA,ND,2024-03-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1209,NA,NA,ND,2024-03-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1210,NA,NA,ND,2024-03-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1211,NA,NA,ND,2024-03-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1212,NA,NA,ND,2024-03-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1213,NA,NA,ND,2024-03-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1214,NA,NA,ND,2024-03-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1215,NA,NA,ND,2024-03-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1216,NA,NA,ND,2024-03-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1217,NA,NA,ND,2024-03-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1218,NA,NA,ND,2024-03-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1219,NA,NA,NE,2024-02-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1220,NA,NA,NE,2024-02-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1221,NA,NA,NE,2024-02-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1222,NA,NA,NE,2024-02-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1223,NA,NA,NE,2024-02-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1224,NA,NA,NE,2024-02-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1225,NA,NA,NE,2024-02-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1226,NA,NA,NE,2024-02-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1227,NA,NA,NE,2024-02-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1228,NA,NA,NE,2024-02-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1229,NA,NA,NE,2024-02-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1230,NA,NA,NE,2024-02-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1231,NA,NA,NE,2024-02-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1232,NA,NA,NE,2024-02-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1233,NA,NA,NE,2024-02-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1234,NA,NA,NE,2024-02-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1235,NA,NA,NE,2024-02-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1236,NA,NA,NE,2024-02-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1237,NA,NA,NE,2024-02-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1238,NA,NA,NE,2024-02-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1239,NA,NA,NE,2024-02-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1240,NA,NA,NE,2024-02-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1241,NA,NA,NE,2024-02-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1242,NA,NA,NE,2024-02-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1243,NA,NA,NE,2024-02-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1244,NA,NA,NE,2024-02-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1245,NA,NA,NE,2024-03-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1246,NA,NA,NE,2024-03-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1247,NA,NA,NE,2024-03-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1248,NA,NA,NE,2024-03-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1249,NA,NA,NE,2024-03-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1250,NA,NA,NE,2024-03-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1251,NA,NA,NE,2024-03-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1252,NA,NA,NE,2024-03-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1253,NA,NA,NE,2024-03-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1254,NA,NA,NE,2024-03-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1255,NA,NA,NE,2024-03-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1256,NA,NA,NE,2024-03-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1257,NA,NA,NE,2024-03-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1258,NA,NA,NE,2024-03-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1259,NA,NA,NE,2024-03-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1260,NA,NA,NE,2024-03-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1261,NA,NA,NH,2024-02-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1262,NA,NA,NH,2024-02-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1263,0.00501730965804215,8.1489876848421e-4,NH,2024-02-06,1,1,1,1,1,1,1,1,1,1
1264,NA,NA,NH,2024-02-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1265,NA,NA,NH,2024-02-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1266,NA,NA,NH,2024-02-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1267,NA,NA,NH,2024-02-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1268,NA,NA,NH,2024-02-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1269,4.9037855387318e-4,3.5794148884715e-4,NH,2024-02-12,1,1,1,1,1,1,1,1,1,1
1270,NA,NA,NH,2024-02-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1271,NA,NA,NH,2024-02-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1272,NA,NA,NH,2024-02-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1273,NA,NA,NH,2024-02-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1274,NA,NA,NH,2024-02-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1275,NA,NA,NH,2024-02-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1276,NA,NA,NH,2024-02-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1277,NA,NA,NH,2024-02-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1278,NA,NA,NH,2024-02-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1279,NA,NA,NH,2024-02-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1280,NA,NA,NH,2024-02-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1281,NA,NA,NH,2024-02-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1282,NA,NA,NH,2024-02-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1283,NA,NA,NH,2024-02-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1284,NA,NA,NH,2024-02-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1285,NA,NA,NH,2024-02-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1286,NA,NA,NH,2024-02-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1287,NA,NA,NH,2024-03-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1288,NA,NA,NH,2024-03-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1289,NA,NA,NH,2024-03-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1290,NA,NA,NH,2024-03-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1291,NA,NA,NH,2024-03-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1292,NA,NA,NH,2024-03-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1293,NA,NA,NH,2024-03-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1294,NA,NA,NH,2024-03-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1295,NA,NA,NH,2024-03-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1296,NA,NA,NH,2024-03-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1297,NA,NA,NH,2024-03-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1298,NA,NA,NH,2024-03-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1299,NA,NA,NH,2024-03-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1300,NA,NA,NH,2024-03-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1301,NA,NA,NH,2024-03-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1302,NA,NA,NH,2024-03-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1303,0.0759969817612143,0.001070581881448355,NJ,2024-02-04,1,1,1,1,1,1,1,0,0,1
1304,0.763107171104473,0.0446470333636915,NJ,2024-02-05,1,1,1,1,1,1,1,1,1,1
1305,0.922869326938886,0.0249252627765345,NJ,2024-02-06,1,1,1,0,1,1,1,0,0,0
1306,0.344727210388358,0.02778390650260765,NJ,2024-02-07,1,1,1,1,1,1,1,1,1,1
1307,0.775181139308261,6.19795860686765e-4,NJ,2024-02-08,1,1,1,1,1,1,1,0,0,1
1308,0.209674927718171,5.4040287724547e-4,NJ,2024-02-09,1,1,1,1,1,1,1,1,1,1
1309,0.0626770989722196,4.7111745224877e-4,NJ,2024-02-10,1,1,1,1,1,1,1,1,1,1
1310,0.00911600373115223,4.1066852420464e-4,NJ,2024-02-11,1,1,1,1,1,1,1,1,1,1
1311,0.479840868581973,3.5794148884715e-4,NJ,2024-02-12,1,1,1,1,1,1,1,0,0,1
1312,0.0181488262361058,3.1195962237025e-4,NJ,2024-02-13,1,1,1,1,1,1,1,1,1,1
1313,0.705035948487209,0.04425763441648635,NJ,2024-02-14,1,1,1,1,1,1,1,0,1,0
1314,2.26458310103057,0.085471915780093,NJ,2024-02-15,1,1,0,0,1,1,1,0,0,1
1315,0.0909595521158931,2.0645228240542e-4,NJ,2024-02-16,1,1,1,1,1,1,1,1,1,1
1316,0.0285260251463141,1.7990168572069e-4,NJ,2024-02-17,1,1,1,1,1,1,1,1,1,1
1317,1.24307344435524,0.109458427030312,NJ,2024-02-18,1,1,0,0,1,1,1,0,0,1
1318,1.0501862501895,0.075303367193312,NJ,2024-02-19,1,1,0,1,0,1,1,0,1,0
1319,0.0312436675897227,1.19038496892075e-4,NJ,2024-02-20,1,1,1,1,1,1,1,1,1,1
1320,0.0571971815465638,1.0373471095147e-4,NJ,2024-02-21,1,1,1,1,1,1,1,1,1,1
1321,0.82656654961003,0.0328059528311942,NJ,2024-02-22,1,1,1,1,0,1,1,0,1,0
1322,0.0360311469258309,7.8787143576845e-5,NJ,2024-02-23,1,1,1,1,1,1,1,1,1,1
1323,0.00209945877070623,6.866871628166e-5,NJ,2024-02-24,1,1,1,1,1,1,1,1,1,1
1324,0.00127481606019945,5.985404397736e-5,NJ,2024-02-25,1,1,1,1,1,1,1,1,1,1
1325,0.0255228157152846,5.2175081908845e-5,NJ,2024-02-26,1,1,1,1,1,1,1,1,1,1
1326,0.033734035474113,4.54853751229003e-5,NJ,2024-02-27,1,1,1,1,1,1,1,1,1,1
1327,1.18993585202498,0.0658920866186905,NJ,2024-02-28,1,1,0,1,0,1,1,1,0,0
1328,0.00617928237356348,3.457969124791605e-5,NJ,2024-02-29,1,1,1,1,1,1,1,1,1,1
1329,0.00121380858928409,3.015567263396195e-5,NJ,2024-03-01,1,1,1,1,1,1,1,1,1,1
1330,3.8961583733318e-4,2.630088640088775e-5,NJ,2024-03-02,1,1,1,1,1,1,1,1,1,1
1331,1.92050201457848e-5,2.29418561129837e-5,NJ,2024-03-03,1,1,1,1,1,1,1,1,1,1
1332,0.00923647389179605,2.0014593318894e-5,NJ,2024-03-04,1,1,1,1,1,1,1,1,1,1
1333,0.00145191691226606,1.74633760633168e-5,NJ,2024-03-05,1,1,1,1,1,1,1,1,1,1
1334,1.25007557446543,0.0583966004631255,NJ,2024-03-06,1,1,0,1,0,1,1,0,1,0
1335,1.26765726858004,0.0620749016764745,NJ,2024-03-07,1,1,0,1,0,1,1,0,1,0
1336,7.0112718172406e-4,1.16113394503107e-5,NJ,2024-03-08,1,1,1,1,1,1,1,1,1,1
1337,4.671995936316e-4,1.01378714274155e-5,NJ,2024-03-09,1,1,1,1,1,1,1,1,1,1
1338,1.0463766129405e-4,8.8529741587009e-6,NJ,2024-03-10,1,1,1,1,1,1,1,1,1,1
1339,1.38811336675148,0.2490167200075195,NJ,2024-03-11,1,1,0,0,1,1,1,0,0,1
1340,7.91959596412777e-6,6.7548998783359e-6,NJ,2024-03-12,1,1,1,1,1,1,1,1,1,1
1341,2.40354261137159,0.284558625471164,NJ,2024-03-13,1,1,0,0,0,1,1,0,0,0
1342,2.49325850619252e-5,5.15813831484105e-6,NJ,2024-03-14,1,1,1,1,1,1,1,1,1,1
1343,3.53977654034216e-5,4.50884867673513e-6,NJ,2024-03-15,1,1,1,1,1,1,1,1,1,1
1344,2.21834585221467e-5,3.942140977170425e-6,NJ,2024-03-16,1,1,1,1,1,1,1,1,1,1
1345,1.26821071549389,0.320895989699845,NM,2024-02-04,1,1,0,0,1,1,1,0,0,1
1346,0.675631663020671,0.0732285446282975,NM,2024-02-05,1,1,1,1,1,1,1,0,1,0
1347,0.0441401023075308,8.1489876848421e-4,NM,2024-02-06,1,1,1,1,1,1,1,1,1,1
1348,2.05216782221061,0.158637521449461,NM,2024-02-07,1,1,0,1,0,1,1,0,1,0
1349,1.85516199133538,0.175148156357379,NM,2024-02-08,1,1,0,0,0,1,1,0,0,0
1350,1.15230904634569,0.12188144781865,NM,2024-02-09,1,1,0,0,1,1,1,0,0,1
1351,0.0210522467772611,4.7111745224877e-4,NM,2024-02-10,1,1,1,1,1,1,1,1,1,1
1352,0.00179045165854423,4.1066852420464e-4,NM,2024-02-11,1,1,1,1,1,1,1,1,1,1
1353,0.0276348654639254,3.5794148884715e-4,NM,2024-02-12,1,1,1,1,1,1,1,1,1,1
1354,2.12389031647579,0.2431635306933435,NM,2024-02-13,1,1,0,0,0,1,1,0,0,0
1355,2.03516353260228,0.177231540067246,NM,2024-02-14,1,1,0,0,0,1,1,0,0,0
1356,0.0139893570012085,2.3691674106456e-4,NM,2024-02-15,1,1,1,1,1,1,1,0,1,0
1357,0.00225118243495668,2.0645228240542e-4,NM,2024-02-16,1,1,1,1,1,1,1,1,1,1
1358,1.30112073126288,0.1967039191069045,NM,2024-02-17,1,1,0,0,1,1,1,0,0,1
1359,1.28325939338586,0.1641092582262905,NM,2024-02-18,1,1,0,0,1,1,1,0,0,1
1360,1.28181257812608,0.140813776899508,NM,2024-02-19,1,1,0,0,1,1,1,0,0,1
1361,0.00246679409358368,1.19038496892075e-4,NM,2024-02-20,1,1,1,1,1,1,1,1,1,1
1362,0.00657531525056913,1.0373471095147e-4,NM,2024-02-21,1,1,1,1,1,1,1,1,1,1
1363,1.29093029429376,0.1235204984191315,NM,2024-02-22,1,1,0,0,1,1,1,0,0,1
1364,3.7198059406769e-4,7.8787143576845e-5,NM,2024-02-23,1,1,1,1,1,1,1,1,1,1
1365,0.00194259368461885,6.866871628166e-5,NM,2024-02-24,1,1,1,1,1,1,1,1,1,1
1366,0.00119984417318249,5.985404397736e-5,NM,2024-02-25,1,1,1,1,1,1,1,1,1,1
1367,0.00164266540732726,5.2175081908845e-5,NM,2024-02-26,1,1,1,1,1,1,1,0,1,0
1368,0.00286245965347889,4.54853751229003e-5,NM,2024-02-27,1,1,1,1,1,1,1,1,1,1
1369,2.63689510901966,0.1796371917940555,NM,2024-02-28,1,1,0,1,0,1,1,0,1,0
1370,2.2921573444051e-4,3.457969124791605e-5,NM,2024-02-29,1,1,1,1,1,1,1,1,1,1
1371,1.3889050085936,0.3308653341737145,NM,2024-03-01,1,1,0,0,1,1,1,0,0,1
1372,2.74601696521592,0.330053766914361,NM,2024-03-02,1,1,0,1,0,1,1,0,1,0
1373,4.9420716049975e-4,2.29418561129837e-5,NM,2024-03-03,1,1,1,1,1,1,1,1,1,1
1374,5.7885894304737e-4,2.0014593318894e-5,NM,2024-03-04,1,1,1,1,1,1,1,1,1,1
1375,1.849225654981e-4,1.74633760633168e-5,NM,2024-03-05,1,1,1,1,1,1,1,1,1,1
1376,1.36814550964953,0.142094763984981,NM,2024-03-06,1,1,0,0,1,1,1,0,0,1
1377,4.6424151241996e-4,1.3301266781814e-5,NM,2024-03-07,1,1,1,1,1,1,1,1,1,1
1378,1.3428333791153e-4,1.16113394503107e-5,NM,2024-03-08,1,1,1,1,1,1,1,1,1,1
1379,8.04121830019749e-5,1.01378714274155e-5,NM,2024-03-09,1,1,1,1,1,1,1,1,1,1
1380,3.76251882001615e-5,8.8529741587009e-6,NM,2024-03-10,1,1,1,1,1,1,1,1,1,1
1381,4.7027138627678e-4,7.7323648573979e-6,NM,2024-03-11,1,1,1,1,1,1,1,1,1,1
