...1,es_score,brier_score,location,target_date,X21L_50_CI,X22F_50_CI,X23A_50_CI,X23B_50_CI,X23D_50_CI,X23H_50_CI,X23I_50_CI,X24A_50_CI,other_50_CI,X23F_50_CI,X21L_95_CI,X22F_95_CI,X23A_95_CI,X23B_95_CI,X23D_95_CI,X23H_95_CI,X23I_95_CI,X24A_95_CI,other_95_CI,X23F_95_CI
186,1.63591001791652,0.340975097062275,CA,2023-12-20,1,1,1,1,1,1,1,1,0,1,1,1,0,0,0,1,0,1,0,0
187,4.44195802871976,0.316615521031022,CA,2023-12-21,1,1,0,1,1,1,0,1,1,0,1,1,0,1,1,0,0,1,0,0
188,1.94497318475091,0.260922111114494,CA,2023-12-22,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,0,0,1,0,0
189,0.802185797058219,0.300248968986981,CA,2023-12-23,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,0
190,1.30447583827642,0.19266697079281,CA,2023-12-24,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,0,1,1,1
191,0.83954502519957,0.396178155457149,CA,2023-12-25,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0
192,2.17236942525821,0.28228937492155,CA,2023-12-26,1,1,1,1,1,1,1,1,0,1,0,1,1,0,1,0,1,0,0,0
193,5.22516101174446,0.4000703091344665,CA,2023-12-27,1,1,0,1,1,1,1,0,0,1,1,1,0,1,1,0,0,0,0,0
194,1.50033278231573,0.2346737354727115,CA,2023-12-28,1,1,1,1,1,0,1,1,1,1,0,1,1,0,1,0,1,0,1,0
195,1.33450834177231,0.2144502837639785,CA,2023-12-29,1,1,1,1,1,1,1,1,0,1,0,1,1,0,1,0,1,0,0,0
196,1.23952861538265,0.334395483606286,CA,2023-12-30,1,1,0,1,1,1,1,1,0,1,1,1,0,1,1,1,1,0,0,0
197,0.224208110827899,0.04714822988597855,CA,2023-12-31,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
198,0.483254693525444,0.2484965180337385,CA,2024-01-01,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0
199,2.23033913206065,0.2918565940100995,CA,2024-01-02,1,1,1,1,1,1,1,0,0,0,1,1,1,1,0,1,0,0,0,0
200,2.4361053405155,0.25715952073464,CA,2024-01-03,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,0,1,0,1,0
201,3.90134427117258,0.280658423757129,CA,2024-01-04,1,1,0,1,1,1,1,0,1,0,0,1,1,1,1,0,0,0,1,0
202,1.50846732744907,0.2297744563666615,CA,2024-01-05,1,1,0,1,1,1,1,1,1,1,0,1,0,1,1,0,1,0,1,0
203,4.94492066350368,0.50329686253232,CA,2024-01-06,1,1,1,1,1,1,1,0,0,0,1,1,0,1,1,0,1,0,0,0
204,2.16689981302195,0.59690161001179,CA,2024-01-07,1,1,0,1,1,1,0,0,1,1,1,1,0,1,1,1,0,0,1,0
205,2.68076589530533,0.218219665258426,CA,2024-01-08,1,1,0,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,0
206,1.70054512506227,0.113100401675899,CA,2024-01-09,1,1,1,1,0,1,1,1,0,1,0,1,1,1,0,1,0,0,0,0
207,1.55731236511028,0.097097633030611,CA,2024-01-10,1,1,0,1,1,1,1,0,1,1,1,1,0,1,1,0,1,0,1,0
208,2.21517537879634,0.12811472202143,CA,2024-01-11,1,1,0,0,1,1,1,1,1,0,0,1,0,1,1,1,1,1,1,0
209,2.15810637776111,0.1977159212008225,CA,2024-01-12,0,1,1,1,0,0,1,1,0,1,0,1,1,1,0,0,1,0,0,0
210,1.17622451603435,0.1750441432122635,CA,2024-01-13,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,0
211,NA,NA,CO,2023-12-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
212,1.626111247863,0.475279661141189,CO,2023-12-04,1,0,1,1,1,1,1,1,1,0,1,0,1,0,1,1,0,1,1,0
213,0.587826302461681,0.2675730443420135,CO,2023-12-05,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,0
214,1.05286025795081,0.3820105916602405,CO,2023-12-06,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0
215,NA,NA,CO,2023-12-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
216,NA,NA,CO,2023-12-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
217,NA,NA,CO,2023-12-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
218,0.380079157880109,0.273483693787619,CO,2023-12-10,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1
219,0.379493744173034,0.257541241442837,CO,2023-12-11,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0
220,NA,NA,CO,2023-12-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
221,0.68398272324402,0.2898121832429405,CO,2023-12-13,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1
222,0.980902015879618,0.4821025804055025,CO,2023-12-14,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1
223,NA,NA,CO,2023-12-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
224,NA,NA,CO,2023-12-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
225,NA,NA,CO,2023-12-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
226,0.919485527306851,0.3201725692380975,CO,2023-12-18,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,0,1,1
227,1.5314898057458,0.57382865157058,CO,2023-12-19,1,1,1,0,1,1,0,0,1,1,1,1,1,0,1,1,0,0,1,0
228,NA,NA,CO,2023-12-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
229,0.651050155575476,0.4616229255742215,CO,2023-12-21,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,0
230,NA,NA,CO,2023-12-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
231,NA,NA,CO,2023-12-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
232,NA,NA,CO,2023-12-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
233,NA,NA,CO,2023-12-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
234,2.59893288960171,0.396273351214648,CO,2023-12-26,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,0,1,0
235,1.02898984888758,0.72897910843792,CO,2023-12-27,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,0,1
236,1.19894516973098,0.3933866944821485,CO,2023-12-28,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,0,0,0,1,0
237,NA,NA,CO,2023-12-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
238,NA,NA,CO,2023-12-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
239,NA,NA,CO,2023-12-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
240,0.947428037409139,0.659441216701905,CO,2024-01-01,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,0
241,2.29215977388083,0.420431482200596,CO,2024-01-02,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,0,1,0,1,0
242,0.447229374239363,0.166669430531578,CO,2024-01-03,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1
243,0.725471870674258,0.3678126613353705,CO,2024-01-04,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1
244,1.22261348168954,0.329750880617923,CO,2024-01-05,0,1,1,0,1,1,1,1,1,1,0,1,1,0,1,1,1,0,1,0
245,NA,NA,CO,2024-01-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
246,NA,NA,CO,2024-01-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
247,2.09984675110224,0.74838544032239,CO,2024-01-08,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,0,1,0
248,0.0346165538286305,0.0242958889802626,CO,2024-01-09,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
249,1.08743723072098,0.766528507109285,CO,2024-01-10,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,0,1,0
250,0.197119599039885,0.02262438493288185,CO,2024-01-11,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0
251,1.03006193882887,0.4281019056264715,CO,2024-01-12,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,0
252,0.0272561662161741,0.02185725945621225,CO,2024-01-13,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
253,2.56771276346759,0.590561750529245,CT,2023-12-03,1,1,0,1,1,1,1,1,1,0,1,0,0,0,1,1,1,1,1,0
254,1.84559514306276,0.2945043750620775,CT,2023-12-04,1,0,1,1,1,1,1,1,1,0,1,0,1,1,1,0,1,1,0,0
255,1.54766596149162,0.520789004834095,CT,2023-12-05,1,1,0,1,0,0,1,1,1,0,1,1,0,1,0,0,1,0,1,0
256,1.50737623427001,0.3936605649218645,CT,2023-12-06,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,0,0,1,0
257,0.9404180745046,0.4629655080505015,CT,2023-12-07,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,0
258,NA,NA,CT,2023-12-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
259,NA,NA,CT,2023-12-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
260,NA,NA,CT,2023-12-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
261,1.7542338611842,0.413525666295587,CT,2023-12-11,1,1,0,1,1,1,1,0,1,0,1,1,0,1,0,1,1,0,1,0
262,0.648931694090752,0.285040930507848,CT,2023-12-12,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0
263,4.30202016932903,0.357574045446879,CT,2023-12-13,1,1,1,1,1,1,1,0,1,0,0,1,0,1,0,0,1,1,0,0
264,0.796370376163002,0.34207068622053,CT,2023-12-14,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,0,1,0
265,1.13850567308027,0.45142746947058,CT,2023-12-15,1,0,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,0
266,0.783283178128887,0.3076958140258455,CT,2023-12-16,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,0
267,1.28777490008057,0.357990609347554,CT,2023-12-17,1,1,0,1,1,1,1,1,1,0,0,1,0,1,1,1,1,0,1,0
268,1.15630608342026,0.4027616490638345,CT,2023-12-18,1,1,1,1,0,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1
269,0.828886535063704,0.2963413065086275,CT,2023-12-19,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1
270,0.365212537056371,0.2354086483874375,CT,2023-12-20,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1
271,2.55440712463425,0.3685545311584135,CT,2023-12-21,1,1,1,1,1,1,1,0,1,0,1,1,1,0,1,1,1,0,0,0
272,0.466858214553185,0.202943990565766,CT,2023-12-22,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
273,0.74058448011012,0.100719254961251,CT,2023-12-23,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1
274,0.381438887385224,0.0917685986067255,CT,2023-12-24,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
275,0.932766297804089,0.0835048374430875,CT,2023-12-25,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,0,1,1
276,0.807343458387297,0.3017461045333495,CT,2023-12-26,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1
277,0.85514818896596,0.21406856085123,CT,2023-12-27,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,0,0,1,0
278,1.3137718377716,0.41610000406163,CT,2023-12-28,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,0,1,0
279,1.3787082941016,0.332721376254876,CT,2023-12-29,1,1,1,0,1,1,1,1,0,1,1,0,1,0,1,1,1,1,0,0
280,0.880644865084559,0.307822334444597,CT,2023-12-30,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,0,1,1,0,0
281,0.609686270999397,0.34542898958518,CT,2023-12-31,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0
282,NA,NA,CT,2024-01-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
283,2.30637917292444,0.0890230734264215,CT,2024-01-02,1,1,0,1,1,1,1,0,1,0,1,1,0,0,1,1,0,0,1,0
284,1.3681883083363,0.1732317615426155,CT,2024-01-03,1,1,0,1,1,1,1,1,0,1,1,1,0,1,0,1,1,0,0,1
285,1.56875387364414,0.333740210506445,CT,2024-01-04,1,1,0,1,1,1,1,0,1,0,0,1,0,1,1,1,1,1,1,1
286,1.54034207180234,0.2361262639718625,CT,2024-01-05,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,0
287,0.265500837392562,0.02877562362388705,CT,2024-01-06,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
288,0.630108943799833,0.2640255879418195,CT,2024-01-07,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,0
289,1.00072440649171,0.1136615456347085,CT,2024-01-08,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,0,1,0,1,0
290,0.61668254161764,0.0242958889802626,CT,2024-01-09,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1
291,0.718945054847241,0.02334035591627685,CT,2024-01-10,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1
292,0.674630337580589,0.09780137260335,CT,2024-01-11,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,0
293,0.095158197047754,0.02213394386563725,CT,2024-01-12,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
294,NA,NA,CT,2024-01-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
295,NA,NA,DC,2023-12-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
296,NA,NA,DC,2023-12-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
297,NA,NA,DC,2023-12-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
298,NA,NA,DC,2023-12-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
299,0.346858503515973,0.243998562662248,DC,2023-12-07,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
300,0.878861750322277,0.2549256574372055,DC,2023-12-08,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,0
301,NA,NA,DC,2023-12-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
302,NA,NA,DC,2023-12-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
303,0.392440826900373,0.2925351383789565,DC,2023-12-11,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0
304,2.43266835157588,0.4192554608205875,DC,2023-12-12,1,1,0,0,1,1,1,1,1,0,1,1,0,0,0,1,0,0,0,0
305,0.902157760129323,0.63897987360155994,DC,2023-12-13,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1
306,0.321561432051291,0.2742128785480685,DC,2023-12-14,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0
307,0.500947507945315,0.353401738183215,DC,2023-12-15,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0
308,NA,NA,DC,2023-12-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
309,0.835045089280727,0.407904929791159,DC,2023-12-17,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1
310,0.229238389738583,0.1558671043018975,DC,2023-12-18,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1
311,0.9079639694828,0.652385649157315,DC,2023-12-19,1,1,1,1,0,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1
312,NA,NA,DC,2023-12-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
313,NA,NA,DC,2023-12-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
314,NA,NA,DC,2023-12-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
315,NA,NA,DC,2023-12-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
316,0.367485884214845,0.234124819090092,DC,2023-12-24,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0
317,0.121524332958578,0.0835048374430875,DC,2023-12-25,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1
318,0.879503847594651,0.0759120554008495,DC,2023-12-26,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,0
319,0.387639141465687,0.2375915183003745,DC,2023-12-27,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
320,NA,NA,DC,2023-12-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
321,0.417784700456742,0.241400605527938,DC,2023-12-29,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
322,0.0737259934675016,0.0517721286643695,DC,2023-12-30,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
323,NA,NA,DC,2023-12-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
324,NA,NA,DC,2024-01-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
325,NA,NA,DC,2024-01-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
326,0.0505649654246795,0.03614391360446455,DC,2024-01-03,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
327,0.0478688945498156,0.0333239327881812,DC,2024-01-04,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1
328,0.758770002854693,0.37295900959268,DC,2024-01-05,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1
329,NA,NA,DC,2024-01-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
330,0.12975705249069,0.0269935454407338,DC,2024-01-07,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
331,0.229066842966034,0.0255073609575547,DC,2024-01-08,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
332,0.779942317648964,0.0242958889802626,DC,2024-01-09,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,0,1,1
333,1.078831585627,0.766528507109285,DC,2024-01-10,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,0,1,0
334,NA,NA,DC,2024-01-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
335,NA,NA,DC,2024-01-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
336,0.0282492128366044,0.02185725945621225,DC,2024-01-13,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
337,0.91164717197407,0.327950038917156,DE,2023-12-03,1,1,1,1,0,1,1,1,1,1,1,1,0,1,0,1,1,0,1,0
338,1.13235450438885,0.3134604033611505,DE,2023-12-04,1,1,0,1,1,1,1,1,1,1,1,1,0,0,0,0,1,0,1,0
339,1.66358114139453,0.4184075652960655,DE,2023-12-05,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,0,0,0,0
340,0.937593758067323,0.392098471221203,DE,2023-12-06,1,1,1,1,0,1,1,1,0,1,0,1,1,0,0,1,1,0,0,1
341,0.957170615731061,0.3299563978520295,DE,2023-12-07,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,0,0,0,1,0
342,0.893638030786652,0.3604813450382625,DE,2023-12-08,0,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,1,0,1,0
343,NA,NA,DE,2023-12-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
344,NA,NA,DE,2023-12-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
345,NA,NA,DE,2023-12-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
346,NA,NA,DE,2023-12-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
347,NA,NA,DE,2023-12-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
348,NA,NA,DE,2023-12-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
349,NA,NA,DE,2023-12-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
350,NA,NA,DE,2023-12-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
351,NA,NA,DE,2023-12-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
352,NA,NA,DE,2023-12-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
353,NA,NA,DE,2023-12-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
354,2.87540977287731,0.4427134501106565,DE,2023-12-20,1,1,1,1,1,1,1,0,1,0,0,1,1,1,1,1,1,0,1,0
355,1.14495593782286,0.2440214574507705,DE,2023-12-21,1,1,1,1,1,1,1,1,0,1,1,1,1,0,0,1,1,0,1,0
356,0.854641363119256,0.3002096346343815,DE,2023-12-22,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0
357,0.989392558547197,0.3236364118093485,DE,2023-12-23,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1
358,0.74182928783845,0.518837260056825,DE,2023-12-24,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,0
359,0.789255065385318,0.3845492949464205,DE,2023-12-25,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,0
360,1.7903940438242,0.263304087920977,DE,2023-12-26,1,1,1,1,1,0,1,1,1,0,0,1,1,1,1,0,1,0,1,0
361,1.14179052709415,0.2586693087793575,DE,2023-12-27,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,0
362,3.74160781651395,0.351836547594159,DE,2023-12-28,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,0,0,0
363,0.82760762566993,0.228102514384664,DE,2023-12-29,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
364,NA,NA,DE,2023-12-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
365,0.21912865598636,0.04714822988597855,DE,2023-12-31,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,0
366,2.56173825069889,0.578287592001375,DE,2024-01-01,1,1,0,1,1,0,1,0,1,0,1,1,0,1,1,0,1,0,0,0
367,0.913612130826551,0.102877648202979,DE,2024-01-02,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,0,1
368,1.24012088175133,0.03614391360446455,DE,2024-01-03,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,0
369,0.841923736403217,0.192650209114122,DE,2024-01-04,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,0,1,0,1,0
370,0.0437108804057643,0.03087714554063675,DE,2024-01-05,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
371,0.812907547810595,0.184139389955477,DE,2024-01-06,1,1,1,0,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1
372,0.123895513052812,0.0269935454407338,DE,2024-01-07,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
373,2.15334086725891,0.4718968523771535,DE,2024-01-08,1,1,1,1,1,1,0,0,1,0,0,1,1,1,1,1,0,0,1,0
374,0.334061739441592,0.0242958889802626,DE,2024-01-09,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1
375,1.17322776704818,0.829055024124285,DE,2024-01-10,1,1,0,1,1,1,1,0,1,1,1,1,0,1,1,1,1,0,1,1
376,0.570460711876781,0.1729783602738185,DE,2024-01-11,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0
377,NA,NA,DE,2024-01-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
378,0.181069285112253,0.02185725945621225,DE,2024-01-13,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
