...1,es_score,brier_score,location,target_date,X22D_50_CI,X22F_50_CI,X23B_50_CI,X23D_50_CI,X23E_50_CI,X23G_50_CI,other_50_CI,X23A_50_CI,X22D_95_CI,X22F_95_CI,X23B_95_CI,X23D_95_CI,X23E_95_CI,X23G_95_CI,other_95_CI,X23A_95_CI
881,0.918238067996154,0.266433171054962,MD,2023-06-02,1,1,1,1,1,1,1,0,1,1,0,0,1,1,1,0
882,0.662030364304422,0.466817282056345,MD,2023-06-03,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,0
883,0.110730318239306,0.0238048753578882,ME,2023-04-23,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0
884,0.235989942091638,0.0254410182136369,ME,2023-04-24,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0
885,1.35231295677634,0.292181260572037,ME,2023-04-25,1,0,1,1,1,1,0,1,1,0,1,0,1,1,0,0
886,0.257689629380066,0.02908326245811155,ME,2023-04-26,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
887,0.0424991539467163,0.0311047472639009,ME,2023-04-27,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
888,3.6022994199034,0.63852918810658,ME,2023-04-28,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0,0
889,0.308333940285612,0.03558940640845065,ME,2023-04-29,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0
890,1.29401472557008,0.336808355250948,ME,2023-04-30,1,1,1,1,1,1,0,0,1,1,1,0,1,1,0,0
891,0.189283763872312,0.04072131450555905,ME,2023-05-01,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
892,0.554228566289077,0.1737403273308105,ME,2023-05-02,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1
893,NA,NA,ME,2023-05-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
894,0.881220689141196,0.292448383609595,ME,2023-05-04,1,1,1,1,1,1,0,1,1,1,1,0,1,1,0,1
895,0.6453153330092,0.3520545918317815,ME,2023-05-05,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,0
896,0.0803252230664526,0.0568780135980415,ME,2023-05-06,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0
897,NA,NA,ME,2023-05-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
898,1.32585348982866,0.2948361431010245,ME,2023-05-08,1,0,1,1,1,1,0,1,1,0,1,0,1,1,0,1
899,0.799019159638975,0.069253829819084,ME,2023-05-09,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1
900,1.20118475330673,0.3391890206631365,ME,2023-05-10,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,0
901,0.493940563978237,0.249950861205765,ME,2023-05-11,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1
902,1.17034243540519,0.465589152144159,ME,2023-05-12,1,1,1,1,1,1,0,1,1,1,1,0,1,1,0,1
903,NA,NA,ME,2023-05-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
904,0.397841452251317,0.0952265476164145,ME,2023-05-14,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
905,0.143188896788869,0.101308024494615,ME,2023-05-15,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
906,0.790269595450707,0.5593910237159,ME,2023-05-16,1,1,1,0,1,1,1,1,1,1,0,0,1,1,1,1
907,NA,NA,ME,2023-05-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
908,NA,NA,ME,2023-05-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
909,NA,NA,ME,2023-05-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
910,NA,NA,ME,2023-05-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
911,0.20649193839096,0.1446188474778065,ME,2023-05-21,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0
912,NA,NA,ME,2023-05-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
913,NA,NA,ME,2023-05-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
914,NA,NA,ME,2023-05-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
915,NA,NA,ME,2023-05-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
916,NA,NA,ME,2023-05-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
917,NA,NA,ME,2023-05-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
918,NA,NA,ME,2023-05-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
919,NA,NA,ME,2023-05-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
920,NA,NA,ME,2023-05-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
921,0.36051433349522,0.2432315043628315,ME,2023-05-31,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
922,0.493658311904359,0.3350331038982645,ME,2023-06-01,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
923,NA,NA,ME,2023-06-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
924,NA,NA,ME,2023-06-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
925,1.24568818865246,0.277112995780491,MI,2023-04-23,1,0,1,1,1,1,1,0,1,0,0,0,1,1,1,0
926,1.20143154034238,0.135710588613577,MI,2023-04-24,1,1,1,0,1,1,0,1,1,1,1,0,1,1,0,0
927,1.12039802468485,0.1844390945647555,MI,2023-04-25,1,0,1,1,1,1,1,1,1,0,0,1,0,1,1,0
928,0.703028226500464,0.160974829295833,MI,2023-04-26,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,0
929,1.52073842872246,0.291346866649846,MI,2023-04-27,1,1,1,1,1,1,0,0,1,1,1,0,1,1,0,0
930,1.02114984084717,0.2758694049276725,MI,2023-04-28,1,1,1,1,0,1,1,1,1,1,0,1,0,1,0,0
931,1.09086160869707,0.2783659536285825,MI,2023-04-29,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,0
932,3.40338412537992,0.4729093918637235,MI,2023-04-30,1,0,1,1,0,1,0,0,1,0,1,1,0,1,0,0
933,0.99889650408421,0.209690164455392,MI,2023-05-01,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,0
934,1.23915033380843,0.1010370253986405,MI,2023-05-02,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1
935,1.02925573395432,0.165079653435304,MI,2023-05-03,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,0
936,0.795782760563606,0.2045266354343725,MI,2023-05-04,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1
937,0.5542638036914,0.187333269916872,MI,2023-05-05,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
938,1.00787346952592,0.187002798497688,MI,2023-05-06,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1
939,0.492050192806926,0.2040612782471235,MI,2023-05-07,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
940,1.98649868210359,0.1772160737920265,MI,2023-05-08,1,0,0,0,1,1,1,0,1,0,0,0,0,1,1,0
941,1.23845533446005,0.4781761846957275,MI,2023-05-09,1,0,1,1,1,1,1,0,1,0,0,0,1,1,1,0
942,2.07296503610292,0.144904669646132,MI,2023-05-10,1,1,1,1,1,1,1,0,1,1,0,0,1,1,1,0
943,1.0196827305354,0.2606436915923975,MI,2023-05-11,1,0,1,1,1,1,1,1,1,0,0,1,0,1,1,0
944,1.13167349082165,0.331926515463659,MI,2023-05-12,1,1,0,1,1,1,1,1,1,1,0,0,1,1,1,1
945,0.818803376405705,0.583501136146725,MI,2023-05-13,1,1,1,0,1,1,1,1,1,1,0,0,1,1,1,1
946,1.35371383765692,0.0952265476164145,MI,2023-05-14,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,0
947,1.55965618382518,0.277947104969858,MI,2023-05-15,1,1,1,0,0,1,1,1,1,1,0,0,0,0,1,0
948,1.26315945913337,0.3405837024983675,MI,2023-05-16,1,1,1,1,0,1,0,1,1,1,0,0,0,1,0,0
949,2.81616828437841,0.58890819928724,MI,2023-05-17,1,1,1,0,0,1,1,0,1,1,0,0,0,0,1,0
950,0.961505833844561,0.255124312315566,MI,2023-05-18,1,1,1,1,0,1,1,1,1,1,1,0,0,1,1,1
951,0.577377395949687,0.2570317882977555,MI,2023-05-19,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,0
952,0.47173510754129,0.2500418181051095,MI,2023-05-20,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0
953,1.5325793223773,0.336271131069771,MI,2023-05-21,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,0
954,3.68274490332945,0.3963057288605525,MI,2023-05-22,1,1,1,1,0,1,1,0,1,1,0,1,0,1,1,0
955,0.877271759652536,0.272403278904955,MI,2023-05-23,1,1,1,1,1,1,1,1,1,1,0,0,1,0,1,0
956,3.47786466798945,0.457803554011432,MI,2023-05-24,1,1,0,0,0,1,0,1,1,1,0,0,0,1,0,0
957,1.18565039608119,0.2920088648701645,MI,2023-05-25,1,1,1,1,1,0,1,1,1,1,0,1,1,0,1,1
958,0.410996821323977,0.295533040146137,MI,2023-05-26,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0
959,1.56576264453597,0.384526573024247,MI,2023-05-27,1,1,0,1,1,0,1,1,1,1,1,1,1,0,1,0
960,0.304881802329868,0.210384562116712,MI,2023-05-28,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0
961,0.609125613300923,0.2694479049936535,MI,2023-05-29,1,1,1,1,1,1,1,1,1,1,0,0,1,0,1,0
962,0.973561528005098,0.3021735327634105,MI,2023-05-30,1,1,1,1,1,1,1,1,1,1,0,0,1,0,1,1
963,2.2143903078397,0.4544426973160105,MI,2023-05-31,1,1,1,1,0,1,1,1,1,1,0,1,0,0,1,0
964,3.18987311813154,0.2547134181757025,MI,2023-06-01,1,1,0,1,1,1,1,0,1,1,0,0,1,0,1,0
965,1.0284704767741,0.329730027922978,MI,2023-06-02,1,1,0,1,1,1,1,1,1,0,0,0,1,0,1,0
966,0.671869203739568,0.37259440914892,MI,2023-06-03,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,0
967,1.77436466304753,0.0238048753578882,MN,2023-04-23,1,1,1,1,1,1,1,0,1,0,0,0,1,1,1,0
968,1.25020513722504,0.2662385284144965,MN,2023-04-24,1,1,1,0,1,1,1,0,1,1,0,0,1,1,1,1
969,1.79878756716595,0.237696270175983,MN,2023-04-25,1,1,1,1,0,1,0,1,1,1,0,0,0,1,0,0
970,0.772891208725,0.185335390880396,MN,2023-04-26,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,0
971,2.02173386219005,0.2755822827903255,MN,2023-04-27,1,1,1,1,1,1,0,0,1,1,0,0,0,1,0,0
972,2.8683122344881,0.1976968549527765,MN,2023-04-28,1,1,1,0,1,1,0,1,1,1,0,0,0,1,0,1
973,1.02530902215697,0.2176718168235495,MN,2023-04-29,1,1,1,1,1,1,0,1,1,1,0,0,1,1,0,0
974,0.515428565509798,0.1858986478041655,MN,2023-04-30,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,0
975,2.28050258026039,0.1735005377735205,MN,2023-05-01,1,1,0,0,1,1,1,1,1,1,1,0,0,1,1,0
976,2.19977794605959,0.248909250007641,MN,2023-05-02,1,1,0,1,1,1,0,1,1,1,0,0,0,1,0,0
977,1.30112484507077,0.285906471452924,MN,2023-05-03,1,1,1,1,1,1,0,1,1,1,0,0,1,1,0,0
978,1.25214870034585,0.2897979005675625,MN,2023-05-04,1,1,1,0,0,1,1,1,1,1,1,0,0,1,0,0
979,2.41586732943679,0.093070616525626,MN,2023-05-05,1,1,0,1,1,1,1,0,1,1,0,0,1,1,1,0
980,0.52109403673324,0.253553982529092,MN,2023-05-06,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0
981,0.962891331964225,0.2730315760490475,MN,2023-05-07,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,0
982,1.38426258942582,0.215871616673432,MN,2023-05-08,1,1,0,1,1,1,0,1,1,1,0,0,1,0,0,0
983,4.37324331000913,0.3595364593611305,MN,2023-05-09,1,0,0,0,1,1,1,0,1,0,0,0,1,1,1,0
984,0.577227739312155,0.2070447578184425,MN,2023-05-10,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,0
985,3.16593831141935,0.57798371310502,MN,2023-05-11,1,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0
986,1.75186941306586,0.405849428411163,MN,2023-05-12,1,1,1,1,0,1,0,0,1,1,0,0,0,1,0,0
987,0.521803095815267,0.254135296846561,MN,2023-05-13,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1
988,0.564685185583176,0.3352795389379095,MN,2023-05-14,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1
989,1.92401140591432,0.186031757889695,MN,2023-05-15,1,1,0,1,1,1,1,0,1,1,0,0,0,1,1,0
990,0.926091258069148,0.248125382574661,MN,2023-05-16,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
991,0.785610508606797,0.1947406656854345,MN,2023-05-17,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,0
992,1.34671567998355,0.2645482644483035,MN,2023-05-18,1,1,0,1,1,1,1,1,1,1,0,0,1,1,1,0
993,1.38842813853264,0.3591160488646755,MN,2023-05-19,1,1,1,0,1,1,0,1,1,1,1,0,1,1,0,0
994,0.539971889180827,0.1365639723536775,MN,2023-05-20,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0
995,0.787664523318328,0.239183391719703,MN,2023-05-21,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0
996,0.972531710889753,0.3227182861491225,MN,2023-05-22,1,1,1,1,1,1,0,1,1,1,1,0,1,0,0,0
997,1.70731172739219,0.3900696614870325,MN,2023-05-23,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,0
998,0.942664270698759,0.431641063131413,MN,2023-05-24,1,1,1,1,0,1,1,1,1,1,0,0,0,1,1,1
999,0.592062803029454,0.290512227514262,MN,2023-05-25,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0
1000,1.02183100580676,0.265805899772207,MN,2023-05-26,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,0
1001,1.44571070799994,0.4884966201582475,MN,2023-05-27,1,1,1,0,1,1,1,1,1,1,0,0,1,1,1,0
1002,0.578685035875796,0.347221520077713,MN,2023-05-28,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0
1003,0.793244174708286,0.307380957170625,MN,2023-05-29,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0
1004,3.30805986523187,0.37576569206452,MN,2023-05-30,1,1,0,0,1,1,1,1,1,1,0,0,1,0,1,0
1005,1.16205340918957,0.558102663248935,MN,2023-05-31,1,1,1,1,1,1,0,1,1,1,1,0,1,0,0,1
1006,0.922024852025359,0.446804697421229,MN,2023-06-01,1,0,1,1,1,1,1,1,1,0,1,1,1,0,1,1
1007,0.389726102591154,0.266433171054962,MN,2023-06-02,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0
1008,0.665690928848853,0.37259440914892,MN,2023-06-03,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1
1009,NA,NA,MO,2023-04-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1010,0.792326221534081,0.3816632832994005,MO,2023-04-24,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,0
1011,0.784153184946873,0.3789102107726685,MO,2023-04-25,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,0
1012,0.13540455657303,0.02908326245811155,MO,2023-04-26,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0
1013,0.148374619626332,0.0311047472639009,MO,2023-04-27,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1014,0.592989351483958,0.2082911659728675,MO,2023-04-28,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0
1015,NA,NA,MO,2023-04-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1016,1.23612779168516,0.4815560851010105,MO,2023-04-30,1,1,0,1,1,1,1,0,1,1,0,1,1,1,1,0
1017,1.12116473923679,0.793666198047135,MO,2023-05-01,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0,0
1018,0.0618015427116546,0.0435529592645068,MO,2023-05-02,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1019,NA,NA,MO,2023-05-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1020,0.0703271291671047,0.04979581728953985,MO,2023-05-04,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1021,0.937892235766052,0.662528677486365,MO,2023-05-05,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,0
1022,0.252019220389842,0.0568780135980415,MO,2023-05-06,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1023,0.0835007830504849,0.0607593355271805,MO,2023-05-07,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0
1024,0.0902648392366773,0.0648811868773695,MO,2023-05-08,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1025,0.540539800255751,0.069253829819084,MO,2023-05-09,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0
1026,1.05215540243272,0.742609178289025,MO,2023-05-10,1,0,1,1,1,1,1,1,1,0,0,1,1,1,1,1
1027,0.106330842697628,0.0787919597638255,MO,2023-05-11,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0
1028,0.582471291823773,0.3378750509717845,MO,2023-05-12,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1
1029,NA,NA,MO,2023-05-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1030,NA,NA,MO,2023-05-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1031,NA,NA,MO,2023-05-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1032,NA,NA,MO,2023-05-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1033,NA,NA,MO,2023-05-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1034,NA,NA,MO,2023-05-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1035,NA,NA,MO,2023-05-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1036,NA,NA,MO,2023-05-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1037,NA,NA,MO,2023-05-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1038,NA,NA,MO,2023-05-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1039,NA,NA,MO,2023-05-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1040,NA,NA,MO,2023-05-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1041,NA,NA,MO,2023-05-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1042,NA,NA,MO,2023-05-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1043,NA,NA,MO,2023-05-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1044,NA,NA,MO,2023-05-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1045,NA,NA,MO,2023-05-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1046,0.338249987518329,0.232005360027282,MO,2023-05-30,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0
1047,NA,NA,MO,2023-05-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1048,NA,NA,MO,2023-06-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1049,NA,NA,MO,2023-06-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1050,NA,NA,MO,2023-06-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1051,NA,NA,MS,2023-04-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1052,NA,NA,MS,2023-04-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1053,0.126814819962247,0.02719797324279005,MS,2023-04-25,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1054,1.13328808066015,0.1603604790825485,MS,2023-04-26,1,1,0,1,1,1,1,1,1,1,0,0,1,1,1,1
1055,0.496461006853284,0.2022375130542865,MS,2023-04-27,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1056,0.151754115345295,0.0332706223566502,MS,2023-04-28,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0
1057,NA,NA,MS,2023-04-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1058,NA,NA,MS,2023-04-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1059,1.61743145885637,0.193928110583976,MS,2023-05-01,1,1,0,0,1,1,1,1,1,1,0,0,1,1,1,0
1060,1.92457421720653,0.2876542743888265,MS,2023-05-02,1,1,0,1,1,1,1,1,1,1,0,0,1,1,1,0
1061,0.627353987581492,0.152827921913199,MS,2023-05-03,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1
1062,0.0688389098098633,0.04979581728953985,MS,2023-05-04,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1063,0.559465935957798,0.2563275111734465,MS,2023-05-05,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1
1064,NA,NA,MS,2023-05-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1065,NA,NA,MS,2023-05-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1066,0.510708184192385,0.205031308656591,MS,2023-05-08,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1
1067,0.542098938073652,0.069253829819084,MS,2023-05-09,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,0
1068,0.601658920128382,0.3391890206631365,MS,2023-05-10,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0
1069,0.840461123738827,0.592268664089645,MS,2023-05-11,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,0
1070,0.11208488170102,0.0839771536904445,MS,2023-05-12,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1071,NA,NA,MS,2023-05-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1072,NA,NA,MS,2023-05-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1073,NA,NA,MS,2023-05-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1074,0.767035888566322,0.107704497430403,MS,2023-05-16,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,0
1075,0.449790006800595,0.114422868214374,MS,2023-05-17,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0
1076,NA,NA,MS,2023-05-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1077,NA,NA,MS,2023-05-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1078,NA,NA,MS,2023-05-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1079,NA,NA,MS,2023-05-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1080,0.968192762647761,0.433559952131628,MS,2023-05-22,1,1,1,1,0,1,1,1,1,1,1,0,0,0,1,0
1081,0.229438529242612,0.1617488105891545,MS,2023-05-23,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1082,1.14429147063344,0.2831053486750325,MS,2023-05-24,1,1,1,1,0,1,1,1,1,1,1,1,0,0,1,0
1083,0.402423909614833,0.2967733911209275,MS,2023-05-25,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1
1084,1.14246620365791,0.551360775255385,MS,2023-05-26,1,1,1,1,0,1,1,1,1,1,0,0,0,1,1,0
1085,NA,NA,MS,2023-05-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1086,NA,NA,MS,2023-05-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1087,NA,NA,MS,2023-05-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1088,1.33960280406797,0.232005360027282,MS,2023-05-30,1,1,1,1,1,1,1,0,1,1,0,1,1,0,1,0
1089,0.535981273180965,0.3538366900930105,MS,2023-05-31,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1
1090,1.11588473857142,0.3350331038982645,MS,2023-06-01,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,0
1091,0.936674106907805,0.266433171054962,MS,2023-06-02,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,0
1092,NA,NA,MS,2023-06-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1093,NA,NA,MT,2023-04-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1094,NA,NA,MT,2023-04-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1095,0.0361618225640777,0.02719797324279005,MT,2023-04-25,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0
1096,NA,NA,MT,2023-04-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1097,NA,NA,MT,2023-04-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1098,0.0440306058118618,0.0332706223566502,MT,2023-04-28,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1099,NA,NA,MT,2023-04-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1100,NA,NA,MT,2023-04-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
